,game_id,team_id,fastBreakPoints,pointsInPaint,biggestLead,secondChancePoints,pointsOffTurnovers,longestRun,points,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,min
1304,10200,2,16,42,6,10,16,12,99,37,78,47.4,14,18,77.8,11,31,35.5,7,37,44,20,21,4,20,4,-12,240:00
1305,10200,2,18,38,22,9,31,18,111,38,85,44.7,21,25,84.0,14,41,34.1,7,33,40,26,19,12,9,4,12,240:00
1306,10201,1,1,28,10,18,27,10,118,38,79,48.1,26,30,86.7,16,38,42.1,9,25,34,26,27,6,15,6,-6,240:00
1307,10201,1,2,46,17,19,27,10,124,41,77,53.2,28,30,93.3,14,30,46.7,9,28,37,30,27,6,15,5,6,240:00
1308,10202,11,18,56,42,17,21,11,138,53,94,56.4,13,17,76.5,19,42,45.2,9,38,47,39,17,12,7,5,42,240:00
1309,10202,11,11,42,3,18,6,11,96,37,87,42.5,12,18,66.7,10,38,26.3,10,26,36,26,19,4,14,5,-42,240:00
1310,10203,7,5,60,11,17,18,8,114,46,95,48.4,14,24,58.3,8,20,40.0,12,34,46,24,13,7,9,3,5,240:00
1311,10203,7,20,40,5,14,9,8,109,42,92,45.7,10,13,76.9,15,34,44.1,10,37,47,22,24,6,15,5,-5,240:00
1312,10204,8,23,72,31,5,19,17,112,47,91,51.6,10,16,62.5,8,32,25.0,8,44,52,30,19,8,13,1,27,240:00
1313,10204,8,11,50,9,13,18,17,85,34,89,38.2,10,13,76.9,7,31,22.6,10,31,41,19,16,8,14,6,-27,240:00
1314,10205,14,20,58,11,17,22,12,114,44,101,43.6,13,16,81.2,13,43,30.2,13,37,50,25,19,7,16,4,-12,240:00
1315,10205,14,22,60,19,20,24,12,126,48,96,50.0,17,24,70.8,13,37,35.1,13,40,53,33,23,8,14,7,12,240:00
1316,10206,38,5,44,8,20,15,13,103,40,91,44.0,11,20,55.0,12,35,34.3,16,35,51,25,25,7,14,8,7,240:00
1317,10206,38,7,24,15,6,9,13,96,26,77,33.8,32,35,91.4,12,39,30.8,9,32,41,19,23,8,13,8,-7,240:00
1318,10207,29,5,46,18,7,21,8,115,39,85,45.9,24,35,68.6,13,39,33.3,8,31,39,19,25,13,12,2,5,240:00
1319,10207,29,4,44,2,15,14,8,110,39,90,43.3,20,23,87.0,12,37,32.4,10,33,43,20,26,4,20,3,-5,240:00
1320,10208,24,6,46,17,12,18,10,117,42,83,50.6,20,26,76.9,13,31,41.9,11,33,44,24,20,2,8,0,9,240:00
1321,10208,24,11,36,4,10,13,9,108,40,80,50.0,12,17,70.6,16,44,36.4,4,27,31,23,20,5,9,5,-9,240:00
1322,10209,23,21,54,0,14,11,11,105,40,87,46.0,16,24,66.7,9,31,29.0,12,23,35,27,18,9,11,3,-15,240:00
1323,10209,23,14,46,30,15,10,11,120,46,84,54.8,16,17,94.1,12,27,44.4,9,35,44,30,21,5,14,5,15,240:00
1324,10210,27,14,34,14,12,7,11,109,40,79,50.6,16,21,76.2,13,32,40.6,6,37,43,24,22,5,15,5,11,240:00
1325,10210,27,10,44,13,18,15,11,98,33,86,38.4,23,30,76.7,9,35,25.7,12,31,43,24,18,10,10,4,-11,240:00
1326,10211,7,6,46,5,13,9,13,107,40,87,46.0,18,25,72.0,9,35,25.7,11,26,37,28,13,6,7,4,5,240:00
1327,10211,7,5,42,18,20,7,13,102,36,83,43.4,20,22,90.9,10,27,37.0,14,37,51,17,21,4,15,5,-5,240:00
1328,10212,6,11,34,7,7,7,8,112,44,87,50.6,12,15,80.0,12,29,41.4,7,25,32,31,19,3,6,3,-2,240:00
1329,10212,6,2,58,12,17,8,10,114,44,90,48.9,17,19,89.5,9,26,34.6,17,33,50,27,15,6,11,6,2,240:00
1330,10213,16,17,40,5,20,14,11,94,38,100,38.0,6,8,75.0,12,38,31.6,21,33,54,24,21,8,14,4,-7,240:00
1331,10213,16,7,36,16,21,17,12,101,34,83,41.0,22,27,81.5,11,37,29.7,15,39,54,19,12,6,14,5,7,240:00
1332,10214,17,9,50,3,7,7,10,96,36,82,43.9,14,19,73.7,10,30,33.3,8,33,41,21,15,4,10,3,-37,240:00
1333,10214,17,23,44,42,15,12,11,133,47,91,51.6,16,17,94.1,23,40,57.5,9,42,51,35,17,9,6,2,37,240:00
1334,10215,26,12,60,0,8,16,8,92,37,77,48.1,11,16,68.8,7,26,26.9,5,32,37,16,26,7,15,3,-16,240:00
1335,10215,26,5,32,23,10,21,8,108,32,78,41.0,32,38,84.2,12,34,35.3,12,35,47,16,18,6,9,3,16,240:00
1336,10216,14,6,50,16,2,9,13,118,41,76,53.9,20,24,83.3,16,40,40.0,4,43,47,22,20,6,22,3,6,240:00
1337,10216,14,25,50,5,11,34,14,112,41,91,45.1,18,24,75.0,12,38,31.6,7,30,37,26,24,16,12,2,-6,240:00
1338,10217,11,20,32,6,4,21,14,99,32,82,39.0,22,29,75.9,13,42,31.0,7,40,47,20,17,6,15,3,-20,240:00
1339,10217,11,21,54,27,13,17,14,119,45,91,49.5,13,20,65.0,16,43,37.2,6,41,47,30,21,8,15,9,20,240:00
1340,10218,40,15,54,25,15,13,15,125,44,84,52.4,22,29,75.9,15,39,38.5,9,42,51,26,16,8,9,5,23,240:00
1341,10218,40,14,52,8,9,10,15,102,42,95,44.2,7,8,87.5,11,43,25.6,6,33,39,32,22,5,9,2,-23,240:00
1342,10219,23,16,36,18,7,12,11,92,36,87,41.4,11,18,61.1,9,30,30.0,8,33,41,23,15,10,11,4,-12,240:00
1343,10219,23,9,42,17,4,20,11,104,38,80,47.5,18,20,90.0,10,32,31.2,5,42,47,22,18,6,14,4,12,240:00
1344,10220,5,7,38,23,12,14,12,97,36,86,41.9,11,17,64.7,14,39,35.9,6,33,39,23,14,6,7,2,10,240:00
1345,10220,5,6,32,1,13,7,10,87,32,80,40.0,11,21,52.4,12,34,35.3,14,39,53,22,19,7,15,4,-10,240:00
1346,10221,27,6,44,2,6,11,9,98,35,86,40.7,21,25,84.0,7,26,26.9,10,32,42,19,26,9,12,3,-19,240:00
1347,10221,27,4,50,25,16,18,11,117,42,87,48.3,24,32,75.0,9,30,30.0,9,40,49,25,18,7,12,6,19,240:00
1348,10222,4,13,34,8,11,13,8,107,41,83,49.4,13,18,72.2,12,30,40.0,8,27,35,27,22,11,14,4,-7,240:00
1349,10222,4,11,54,9,13,22,8,114,42,81,51.9,19,21,90.5,11,32,34.4,8,32,40,26,14,7,15,3,7,240:00
1350,10223,6,9,38,5,12,12,12,106,40,92,43.5,13,15,86.7,13,31,41.9,9,34,43,24,15,10,18,7,-13,240:00
1351,10223,6,26,64,28,10,21,16,119,47,92,51.1,15,20,75.0,10,25,40.0,10,38,48,29,13,14,17,7,13,240:00
1352,10224,15,15,64,0,26,21,13,133,50,97,51.5,20,23,87.0,13,33,39.4,15,26,41,30,23,8,12,4,-6,240:00
1353,10224,15,15,42,19,7,23,11,139,45,82,54.9,31,36,86.1,18,36,50.0,8,29,37,32,18,7,11,7,6,240:00
1354,10225,21,13,36,14,9,15,9,114,39,88,44.3,20,24,83.3,16,38,42.1,9,33,42,21,28,8,13,4,-7,240:00
1355,10225,21,4,34,8,10,19,7,121,38,86,44.2,30,32,93.8,15,36,41.7,10,36,46,25,18,7,13,8,7,240:00
1356,10226,29,12,54,24,13,22,12,98,37,90,41.1,17,18,94.4,7,34,20.6,11,44,55,20,17,9,17,8,10,240:00
1357,10226,29,11,44,2,10,7,10,88,34,90,37.8,12,20,60.0,8,32,25.0,10,40,50,21,15,9,16,7,-10,240:00
1358,10227,38,20,46,5,15,11,10,99,37,90,41.1,12,17,70.6,13,36,36.1,15,30,45,24,21,9,11,5,-5,240:00
1359,10227,38,4,54,9,14,9,10,104,38,83,45.8,19,22,86.4,9,24,37.5,13,36,49,20,18,11,12,8,5,240:00
1360,10228,25,15,42,0,10,16,15,102,36,83,43.4,19,24,79.2,11,35,31.4,5,37,42,20,23,10,13,2,-2,240:00
1361,10228,25,10,40,22,16,8,13,104,35,88,39.8,22,28,78.6,12,37,32.4,11,36,47,28,19,10,11,7,2,240:00
1362,10229,28,17,52,15,12,23,11,121,49,95,51.6,14,20,70.0,9,32,28.1,12,33,45,29,18,9,5,5,14,240:00
1363,10229,28,3,44,12,21,4,9,107,41,92,44.6,16,22,72.7,9,30,30.0,13,34,47,21,16,3,12,2,-14,240:00
1364,10230,40,8,36,10,6,13,11,95,31,83,37.3,21,24,87.5,12,46,26.1,8,36,44,21,21,6,15,6,-6,240:00
1365,10230,40,19,44,11,7,13,13,101,38,86,44.2,14,23,60.9,11,37,29.7,10,35,45,15,19,7,12,5,6,240:00
1366,10231,22,12,38,12,16,15,11,112,35,81,43.2,29,38,76.3,13,41,31.7,8,30,38,21,25,10,12,6,2,240:00
1367,10231,22,7,36,9,19,18,11,110,37,80,46.2,24,33,72.7,12,38,31.6,11,33,44,21,30,6,18,7,-2,240:00
1368,10232,10,11,36,2,22,17,9,86,30,85,35.3,17,24,70.8,9,34,26.5,11,39,50,18,23,4,16,5,-16,240:00
1369,10232,10,11,36,34,1,11,10,102,34,83,41.0,20,27,74.1,14,42,33.3,13,41,54,26,25,12,13,3,16,240:00
1370,10233,26,8,34,10,7,6,10,110,40,90,44.4,12,16,75.0,18,35,51.4,9,34,43,26,19,4,11,4,-13,240:00
1371,10233,26,13,50,27,3,12,10,123,45,83,54.2,23,27,85.2,10,28,35.7,6,38,44,21,15,7,9,8,13,240:00
1372,10234,4,0,54,16,13,19,7,119,47,89,52.8,17,20,85.0,8,25,32.0,7,29,36,23,25,5,12,4,1,240:00
1373,10234,4,4,54,1,21,24,9,118,41,86,47.7,26,32,81.2,10,29,34.5,13,27,40,23,19,6,12,8,-1,240:00
1374,10235,22,18,42,16,22,14,8,122,42,97,43.3,21,29,72.4,17,46,37.0,16,29,45,21,24,10,13,3,-12,240:00
1375,10235,22,12,56,19,6,19,11,134,45,86,52.3,29,33,87.9,15,38,39.5,8,31,39,34,23,7,11,9,12,240:00
1376,10236,5,9,38,14,18,10,10,111,42,86,48.8,11,15,73.3,16,39,41.0,11,36,47,27,17,6,15,6,9,240:00
1377,10236,5,5,40,6,9,20,8,102,39,90,43.3,10,13,76.9,14,46,30.4,8,30,38,27,20,8,14,3,-9,240:00
1378,10237,29,8,28,8,11,10,10,92,33,81,40.7,12,16,75.0,14,46,30.4,10,33,43,19,22,7,16,6,-12,240:00
1379,10237,29,11,38,14,12,13,10,104,37,80,46.2,18,25,72.0,12,35,34.3,9,34,43,24,15,12,14,6,12,240:00
1380,10238,7,11,46,7,11,8,10,104,40,77,51.9,15,22,68.2,9,27,33.3,9,29,38,27,15,7,14,4,-13,240:00
1381,10238,7,12,58,13,6,24,11,117,47,86,54.7,13,18,72.2,10,22,45.5,7,30,37,25,18,7,9,4,13,240:00
1382,10239,19,18,66,8,11,17,10,114,44,106,41.5,17,25,68.0,9,40,22.5,16,31,47,26,20,10,9,8,-12,240:00
1383,10239,19,18,58,18,16,10,12,126,46,97,47.4,21,22,95.5,13,37,35.1,13,43,56,29,21,7,15,6,12,240:00
1384,10240,38,8,48,8,21,12,9,98,35,91,38.5,20,25,80.0,8,32,25.0,16,28,44,17,21,11,12,1,-4,240:00
1385,10240,38,8,50,10,10,8,9,102,37,76,48.7,19,20,95.0,9,33,27.3,10,35,45,23,20,5,16,0,4,240:00
1386,10241,25,10,58,2,14,12,10,96,38,98,38.8,12,15,80.0,8,31,25.8,14,32,46,20,14,5,14,2,-22,240:00
1387,10241,25,19,54,34,19,17,10,118,47,96,49.0,9,14,64.3,15,40,37.5,11,39,50,32,17,9,9,13,22,240:00
1388,10242,14,3,36,9,16,6,15,116,41,96,42.7,12,17,70.6,22,45,48.9,12,32,44,24,18,4,8,3,5,240:00
1389,10242,14,8,62,13,16,14,15,111,42,89,47.2,17,20,85.0,10,38,26.3,11,38,49,26,16,7,9,5,-5,240:00
1390,10243,16,11,64,15,23,16,15,128,52,97,53.6,9,12,75.0,15,39,38.5,12,35,47,35,24,6,12,3,-2,265:00
1391,10243,16,24,64,9,23,16,13,130,48,98,49.0,21,25,84.0,13,38,34.2,13,31,44,32,15,9,12,3,2,265:00
1392,10244,10,2,48,9,24,9,12,133,46,91,50.5,26,30,86.7,15,36,41.7,13,28,41,27,26,3,8,6,2,240:00
1393,10244,10,16,52,12,16,12,11,131,44,84,52.4,31,44,70.5,12,27,44.4,8,27,35,22,17,4,7,8,-2,240:00
1394,10245,15,13,62,11,13,8,10,111,44,90,48.9,12,15,80.0,11,30,36.7,14,34,48,28,22,6,12,8,7,240:00
1395,10245,15,11,46,15,22,10,11,104,40,90,44.4,13,18,72.2,11,34,32.4,12,28,40,23,18,4,11,7,-7,240:00
1396,10246,23,14,46,25,10,19,10,102,38,76,50.0,15,22,68.2,11,28,39.3,3,32,35,27,26,10,12,2,11,240:00
1397,10246,23,9,38,2,16,14,10,91,29,77,37.7,24,36,66.7,9,38,23.7,14,34,48,21,21,6,15,5,-11,240:00
1398,10247,28,20,48,8,7,31,10,109,39,86,45.3,23,25,92.0,8,36,22.2,5,35,40,25,21,13,7,1,8,240:00
1399,10247,28,6,42,12,12,7,14,101,37,85,43.5,16,20,80.0,11,37,29.7,10,40,50,19,22,1,19,3,-8,240:00
1400,10248,15,6,42,5,20,20,10,121,41,95,43.2,24,34,70.6,15,35,42.9,13,35,48,23,23,12,14,3,4,265:00
1401,10248,15,16,62,9,20,19,8,117,42,94,44.7,24,29,82.8,9,42,21.4,15,38,53,28,28,11,21,6,-4,265:00
1402,10249,25,24,50,2,18,11,11,98,37,98,37.8,12,15,80.0,12,44,27.3,15,37,52,20,21,6,11,2,-23,240:00
1403,10249,25,33,52,25,22,22,14,121,45,99,45.5,14,20,70.0,17,49,34.7,16,46,62,34,18,8,12,5,23,240:00
1404,10250,17,19,46,17,9,25,11,116,42,85,49.4,19,23,82.6,13,30,43.3,8,37,45,23,24,12,18,4,11,240:00
1405,10250,17,11,48,10,5,21,11,105,36,81,44.4,22,29,75.9,11,40,27.5,3,32,35,23,21,6,17,9,-11,240:00
1406,10251,16,11,42,13,20,8,10,102,40,87,46.0,11,15,73.3,11,32,34.4,10,39,49,21,21,5,10,0,1,240:00
1407,10251,16,5,52,24,13,19,9,101,38,91,41.8,15,21,71.4,10,28,35.7,13,31,44,23,17,7,7,3,-1,240:00
1408,10252,20,10,42,8,16,22,9,108,41,85,48.2,11,12,91.7,15,40,37.5,11,22,33,30,22,8,15,1,-2,240:00
1409,10252,20,3,36,18,11,20,10,110,38,68,55.9,20,24,83.3,14,33,42.4,6,30,36,26,17,3,16,1,2,240:00
1410,10253,29,7,32,15,9,18,11,109,36,76,47.4,21,30,70.0,16,33,48.5,7,35,42,20,21,6,13,4,4,240:00
1411,10253,29,18,42,11,10,17,11,105,37,82,45.1,20,23,87.0,11,37,29.7,8,34,42,25,24,7,11,7,-4,240:00
1412,10254,38,2,44,18,12,27,11,109,42,90,46.7,14,17,82.4,11,30,36.7,11,29,40,20,15,10,8,4,4,240:00
1413,10254,38,10,56,13,9,12,8,105,43,85,50.6,8,10,80.0,11,33,33.3,11,34,45,29,16,3,17,3,-4,240:00
1414,10255,6,4,20,4,6,4,8,90,31,85,36.5,21,24,87.5,7,38,18.4,6,43,49,21,21,4,8,4,-4,240:00
1415,10255,6,7,42,7,19,10,8,94,34,88,38.6,20,28,71.4,6,31,19.4,11,42,53,20,17,3,8,3,4,240:00
1416,10256,4,18,56,17,20,6,8,117,48,100,48.0,12,12,100,9,25,36.0,12,41,53,24,17,3,7,5,15,240:00
1417,10256,4,9,46,4,14,9,7,102,37,95,38.9,20,24,83.3,8,29,27.6,16,33,49,24,13,3,6,7,-15,240:00
1418,10257,19,16,58,14,15,14,8,122,43,82,52.4,25,40,62.5,11,25,44.0,13,35,48,19,24,11,15,10,4,240:00
1419,10257,19,15,48,6,14,17,11,118,43,91,47.3,19,23,82.6,13,32,40.6,10,27,37,34,25,6,13,6,-4,240:00
1420,10258,10,15,34,5,8,11,11,101,38,87,43.7,12,16,75.0,13,32,40.6,9,31,40,22,24,6,10,4,-10,240:00
1421,10258,10,5,50,10,14,14,9,111,36,79,45.6,29,34,85.3,10,31,32.3,7,37,44,22,21,3,10,7,10,240:00
1422,10259,14,14,54,15,15,29,11,103,38,89,42.7,17,20,85.0,10,35,28.6,8,31,39,25,15,10,12,3,-2,240:00
1423,10259,14,16,46,3,7,14,13,105,39,81,48.1,17,22,77.3,10,30,33.3,7,34,41,25,18,4,17,9,2,240:00
1424,10260,25,12,40,3,12,20,10,87,33,85,38.8,9,16,56.2,12,41,29.3,11,30,41,16,28,14,15,3,-7,240:00
1425,10260,25,11,46,17,15,17,9,94,35,76,46.1,18,35,51.4,6,27,22.2,15,39,54,22,20,5,22,6,7,240:00
1426,10261,30,11,58,12,23,6,9,127,51,97,52.6,10,16,62.5,15,37,40.5,13,35,48,29,20,4,14,2,-6,240:00
1427,10261,30,15,42,15,13,12,8,133,45,91,49.5,22,25,88.0,21,42,50.0,9,34,43,19,14,12,7,0,6,240:00
1428,10262,15,10,44,3,20,11,10,103,37,84,44.0,19,27,70.4,10,29,34.5,12,32,44,19,18,5,17,5,-10,240:00
1429,10262,15,16,66,22,17,22,11,113,47,96,49.0,12,14,85.7,7,25,28.0,14,37,51,34,19,11,11,8,10,240:00
1430,10263,16,9,38,0,10,12,11,102,34,79,43.0,20,30,66.7,14,41,34.1,6,34,40,20,19,7,12,6,-8,240:00
1431,10263,16,13,34,14,21,20,10,110,39,91,42.9,16,19,84.2,16,36,44.4,15,37,52,26,22,6,12,4,8,240:00
1432,10264,2,4,38,32,13,7,14,116,40,90,44.4,17,21,81.0,19,39,48.7,11,46,57,26,16,5,13,3,29,240:00
1433,10264,2,10,46,0,6,11,14,87,33,93,35.5,13,16,81.2,8,34,23.5,9,35,44,20,14,8,6,6,-29,240:00
1434,10265,17,16,40,2,14,15,8,107,36,79,45.6,24,30,80.0,11,40,27.5,7,31,38,20,20,7,17,1,-6,240:00
1435,10265,17,11,44,26,2,20,11,113,40,81,49.4,18,20,90.0,15,33,45.5,6,33,39,31,31,9,15,3,6,240:00
1436,10266,6,1,34,8,17,21,13,95,33,76,43.4,24,32,75.0,5,21,23.8,11,33,44,10,22,3,21,4,-19,240:00
1437,10266,6,11,60,20,7,24,11,114,42,80,52.5,18,23,78.3,12,26,46.2,3,32,35,31,25,7,12,8,19,240:00
1438,10267,29,11,38,34,10,20,15,114,45,85,52.9,6,13,46.2,18,32,56.2,10,37,47,31,17,8,22,7,9,240:00
1439,10267,29,10,42,0,11,27,12,105,39,98,39.8,9,14,64.3,18,54,33.3,15,28,43,28,18,15,15,8,-9,240:00
1440,10268,1,7,46,27,9,17,13,113,40,88,45.5,18,24,75.0,15,39,38.5,7,38,45,25,22,12,10,6,22,240:00
1441,10268,1,23,58,2,9,11,11,91,34,87,39.1,19,27,70.4,4,36,11.1,11,43,54,23,24,6,16,6,-22,240:00
1442,10269,27,12,58,15,15,12,8,115,44,92,47.8,20,23,87.0,7,16,43.8,13,34,47,22,19,5,10,3,6,240:00
1443,10269,27,17,60,3,6,18,7,109,42,89,47.2,15,22,68.2,10,30,33.3,12,31,43,30,15,4,8,5,-6,240:00
1444,10270,19,19,60,0,16,20,7,91,37,99,37.4,13,19,68.4,4,24,16.7,21,29,50,20,25,10,15,3,-13,240:00
1445,10270,19,9,50,22,5,16,7,104,36,74,48.6,23,31,74.2,9,30,30.0,9,33,42,22,23,10,15,12,13,240:00
1446,10271,4,9,48,3,20,10,8,125,48,95,50.5,14,15,93.3,15,38,39.5,16,32,48,27,29,4,17,1,-11,240:00
1447,10271,4,18,52,17,9,28,9,136,48,92,52.2,26,31,83.9,14,32,43.8,10,27,37,24,17,11,9,7,11,240:00
1448,10272,10,9,48,3,4,12,11,111,42,75,56.0,16,19,84.2,11,29,37.9,4,30,34,28,29,4,22,5,-6,240:00
1449,10272,10,12,60,16,10,28,9,117,44,85,51.8,17,23,73.9,12,35,34.3,8,26,34,29,22,8,11,1,6,240:00
1450,10273,40,6,34,5,10,10,14,92,31,81,38.3,19,23,82.6,11,35,31.4,17,34,51,17,13,7,9,2,-2,240:00
1451,10273,40,4,34,13,7,20,12,94,36,83,43.4,9,10,90.0,13,42,31.0,10,30,40,19,19,8,9,5,2,240:00
1452,10274,24,17,34,6,8,26,13,93,35,84,41.7,11,21,52.4,12,38,31.6,11,34,45,21,19,11,11,1,-2,240:00
1453,10274,24,17,34,15,12,12,13,95,35,81,43.2,12,20,60.0,13,36,36.1,12,39,51,29,18,7,19,1,2,240:00
1454,10275,6,5,46,10,11,9,12,124,52,88,59.1,6,7,85.7,14,26,53.8,5,27,32,30,19,5,13,2,-6,240:00
1455,10275,6,13,44,10,11,19,11,130,44,84,52.4,24,28,85.7,18,40,45.0,8,25,33,26,15,7,5,3,6,240:00
1456,10276,27,13,56,27,21,29,11,111,43,94,45.7,15,18,83.3,10,35,28.6,14,33,47,23,21,14,14,7,20,240:00
1457,10276,27,11,28,3,6,12,9,91,30,77,39.0,18,27,66.7,13,42,31.0,7,32,39,18,11,8,20,7,-20,240:00
1458,10277,15,5,32,8,13,16,10,113,38,87,43.7,18,25,72.0,19,46,41.3,10,31,41,26,28,5,15,7,-4,240:00
1459,10277,15,18,64,8,15,14,10,117,41,88,46.6,29,31,93.5,6,30,20.0,12,33,45,23,22,7,11,4,4,240:00
1460,10278,40,11,44,5,11,16,10,109,40,81,49.4,15,22,68.2,14,31,45.2,7,31,38,16,15,11,13,3,-6,240:00
1461,10278,40,7,52,13,17,17,11,115,47,99,47.5,8,15,53.3,13,36,36.1,18,33,51,28,17,10,14,5,6,240:00
1462,10279,9,6,48,15,15,7,8,110,36,84,42.9,27,31,87.1,11,32,34.4,16,40,56,25,17,7,25,1,5,240:00
1463,10279,9,9,56,3,8,38,8,105,41,97,42.3,11,14,78.6,12,36,33.3,9,27,36,25,25,14,9,5,-5,240:00
1464,10280,5,18,56,2,10,17,10,113,40,82,48.8,23,32,71.9,10,31,32.3,9,28,37,25,20,7,12,2,-12,240:00
1465,10280,5,14,40,22,20,12,11,125,43,82,52.4,23,29,79.3,16,34,47.1,7,35,42,27,22,6,14,7,12,240:00
1466,10281,16,16,52,1,12,23,18,116,39,94,41.5,27,31,87.1,11,29,37.9,12,36,48,28,29,9,11,5,1,240:00
1467,10281,16,6,46,35,15,13,20,115,37,80,46.2,32,40,80.0,9,27,33.3,10,42,52,25,24,4,18,7,-1,240:00
1468,10282,30,14,34,0,10,11,16,75,29,95,30.5,11,15,73.3,6,33,18.2,15,30,45,15,14,7,10,8,-53,240:00
1469,10282,30,12,56,60,28,21,16,128,51,103,49.5,6,7,85.7,20,45,44.4,17,50,67,32,12,6,11,6,53,240:00
1470,10283,17,27,46,15,8,19,9,106,42,89,47.2,10,10,100,12,38,31.6,5,28,33,23,19,12,8,9,10,240:00
1471,10283,17,9,52,4,19,14,9,96,37,88,42.0,15,22,68.2,7,27,25.9,18,36,54,20,12,5,18,2,-10,240:00
1472,10284,31,15,82,33,18,23,14,134,58,101,57.4,6,6,100,12,32,37.5,11,38,49,38,22,8,13,5,30,240:00
1473,10284,31,19,58,6,19,16,7,104,39,95,41.1,17,25,68.0,9,34,26.5,18,27,45,21,12,8,15,3,-30,240:00
1474,10285,8,13,40,7,4,19,10,92,32,91,35.2,18,18,100,10,40,25.0,10,29,39,17,17,9,11,4,-38,240:00
1475,10285,8,16,46,39,21,17,12,130,49,92,53.3,15,18,83.3,17,43,39.5,12,46,58,31,17,8,14,2,38,240:00
1476,10286,22,23,42,9,11,22,9,109,36,82,43.9,23,31,74.2,14,43,32.6,11,38,49,21,19,8,15,10,2,240:00
1477,10286,22,17,36,13,13,26,9,107,37,94,39.4,17,20,85.0,16,41,39.0,15,35,50,26,24,4,14,2,-2,240:00
1478,10287,21,13,46,12,10,12,8,99,37,80,46.2,16,18,88.9,9,32,28.1,10,31,41,22,19,7,19,3,-16,240:00
1479,10287,21,5,32,21,19,31,11,115,41,87,47.1,14,17,82.4,19,42,45.2,12,29,41,27,19,11,12,3,16,240:00
1480,10288,5,30,54,36,13,27,13,158,54,93,58.1,26,33,78.8,24,45,53.3,8,28,36,37,29,9,13,5,32,240:00
1481,10288,5,15,60,5,19,18,10,126,44,92,47.8,28,34,82.4,10,34,29.4,17,24,41,33,31,9,19,3,-32,240:00
1482,10289,16,9,26,17,18,16,10,111,36,81,44.4,24,27,88.9,15,29,51.7,8,41,49,20,22,7,15,1,9,240:00
1483,10289,16,14,56,14,4,21,10,102,38,84,45.2,17,22,77.3,9,35,25.7,8,31,39,29,23,9,13,3,-9,240:00
1484,10290,30,5,46,14,12,9,11,104,39,93,41.9,14,19,73.7,12,40,30.0,10,32,42,23,20,6,12,3,-17,240:00
1485,10290,30,20,64,30,15,16,17,121,48,90,53.3,13,17,76.5,12,36,33.3,6,42,48,29,18,9,8,2,17,240:00
1486,10291,38,32,58,39,29,31,9,133,51,99,51.5,13,22,59.1,18,38,47.4,16,31,47,35,20,17,12,5,36,240:00
1487,10291,38,9,32,2,20,6,9,97,33,86,38.4,19,24,79.2,12,35,34.3,14,31,45,23,20,4,22,5,-36,240:00
1488,10292,24,8,38,0,17,13,8,96,35,83,42.2,11,17,64.7,15,44,34.1,15,29,44,24,23,8,17,4,-14,240:00
1489,10292,24,10,38,30,17,21,10,110,37,74,50.0,20,22,90.9,16,37,43.2,7,31,38,30,23,8,17,3,14,240:00
1490,10293,19,10,62,15,28,14,9,118,46,90,51.1,19,26,73.1,7,23,30.4,12,32,44,24,18,9,13,9,8,240:00
1491,10293,19,12,50,4,16,10,8,110,43,94,45.7,15,19,78.9,9,37,24.3,13,26,39,30,19,9,13,7,-8,240:00
1492,10294,9,14,46,16,12,22,9,116,41,82,50.0,22,25,88.0,12,33,36.4,9,34,43,29,22,9,21,4,11,240:00
1493,10294,9,7,56,5,20,26,9,105,35,90,38.9,30,33,90.9,5,34,14.7,14,29,43,23,19,14,13,4,-11,240:00
1494,10295,6,14,38,28,16,16,10,111,41,89,46.1,14,19,73.7,15,39,38.5,10,41,51,31,23,7,16,9,1,240:00
1495,10295,6,12,42,5,9,19,11,110,38,92,41.3,18,24,75.0,16,45,35.6,10,34,44,26,15,9,11,5,-1,240:00
1496,10296,28,22,50,21,12,22,12,105,40,82,48.8,18,27,66.7,7,18,38.9,9,35,44,14,20,6,7,7,8,240:00
1497,10296,28,3,38,2,12,10,8,97,34,79,43.0,17,23,73.9,12,30,40.0,8,31,39,20,28,6,14,4,-8,240:00
1498,10297,8,16,48,23,12,13,10,132,48,88,54.5,20,26,76.9,16,36,44.4,6,39,45,35,21,6,8,6,20,240:00
1499,10297,8,17,50,0,6,7,8,112,42,82,51.2,14,23,60.9,14,38,36.8,3,35,38,27,21,4,9,1,-20,240:00
1500,10298,17,14,48,3,12,14,8,87,36,88,40.9,9,9,100,6,29,20.7,9,33,42,19,16,7,17,9,-18,240:00
1501,10298,17,12,48,22,4,18,9,105,41,82,50.0,10,17,58.8,13,35,37.1,3,38,41,30,14,8,14,5,18,240:00
1502,10299,22,8,62,8,24,24,10,115,42,95,44.2,21,27,77.8,10,44,22.7,10,31,41,22,15,10,9,4,-9,240:00
1503,10299,22,12,40,16,9,11,9,124,44,82,53.7,15,21,71.4,21,36,58.3,10,37,47,31,23,8,18,3,9,240:00
1504,10300,17,7,38,0,14,17,10,114,38,91,41.8,23,32,71.9,15,40,37.5,12,32,44,19,23,7,6,3,-3,240:00
1505,10300,17,17,58,20,12,7,10,117,43,83,51.8,20,28,71.4,11,36,30.6,11,39,50,25,24,4,11,5,3,240:00
