,game_id,team_id,fastBreakPoints,pointsInPaint,biggestLead,secondChancePoints,pointsOffTurnovers,longestRun,points,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,min
489,9596,23,21,50,17,10,25,16,96,39,96,40.6,6,10,60.0,12,38,31.6,13,34,47,22,25,13,19,8,7,240:00
490,9597,21,8,38,13,6,18,11,121,44,83,53.0,18,22,81.8,15,35,42.9,7,37,44,21,15,6,20,5,10,240:00
491,9597,21,7,54,7,14,24,9,111,48,99,48.5,5,6,83.3,10,39,25.6,10,28,38,29,18,10,12,4,-10,240:00
492,9598,28,6,56,1,11,11,11,105,43,89,48.3,10,15,66.7,9,28,32.1,7,31,38,27,19,6,14,1,-29,240:00
493,9598,28,21,50,37,15,15,13,134,51,94,54.3,11,17,64.7,21,50,42.0,8,40,48,24,15,8,9,5,29,240:00
494,9599,19,15,50,16,19,15,12,120,42,90,46.7,21,25,84.0,15,36,41.7,13,35,48,26,19,5,11,3,6,240:00
495,9599,19,11,44,13,13,14,14,114,43,99,43.4,15,17,88.2,13,39,33.3,14,30,44,23,21,7,7,4,-6,240:00
496,9600,5,19,56,16,10,29,10,111,43,94,45.7,15,19,78.9,10,30,33.3,10,38,48,26,17,10,12,5,16,240:00
497,9600,5,12,42,10,6,13,10,95,38,87,43.7,10,12,83.3,9,35,25.7,9,35,44,18,19,10,17,8,-16,240:00
498,9601,26,12,40,10,17,16,15,110,36,88,40.9,26,34,76.5,12,43,27.9,10,47,57,22,25,7,13,4,6,240:00
499,9601,26,8,46,13,14,11,15,104,37,100,37.0,17,25,68.0,13,48,27.1,16,36,52,20,21,8,12,8,-6,240:00
500,9602,2,12,38,20,3,28,10,107,38,86,44.2,16,20,80.0,15,47,31.9,6,37,43,22,22,10,11,6,10,240:00
501,9602,2,13,32,9,6,12,9,97,32,75,42.7,19,24,79.2,14,32,43.8,5,35,40,20,20,7,18,4,-10,240:00
502,9603,27,0,38,18,10,10,11,115,41,88,46.6,16,20,80.0,17,41,41.5,12,35,47,25,17,4,12,9,12,240:00
503,9603,27,6,54,0,10,14,11,103,40,84,47.6,15,19,78.9,8,31,25.8,6,36,42,24,17,9,11,4,-12,240:00
504,9604,11,16,50,12,15,29,7,119,43,97,44.3,20,24,83.3,13,37,35.1,14,29,43,26,13,12,6,3,12,240:00
505,9604,11,17,48,8,7,9,7,107,42,86,48.8,8,13,61.5,15,46,32.6,10,37,47,26,16,0,19,4,-12,240:00
506,9605,19,11,62,10,32,20,10,118,45,100,45.0,15,18,83.3,13,35,37.1,18,31,49,25,20,13,17,4,-3,240:00
507,9605,19,15,52,12,9,20,10,121,45,84,53.6,15,22,68.2,16,30,53.3,9,27,36,29,14,10,17,12,3,240:00
508,9606,2,22,52,11,17,8,14,140,50,101,49.5,21,25,84.0,19,50,38.0,11,42,53,33,23,8,12,9,11,265:00
509,9606,2,15,50,12,12,19,14,129,46,103,44.7,18,28,64.3,19,44,43.2,14,38,52,26,25,4,14,6,-11,265:00
510,9607,21,24,58,18,10,22,10,119,41,85,48.2,26,31,83.9,11,32,34.4,7,35,42,24,19,13,13,6,10,240:00
511,9607,21,6,34,5,6,6,9,109,40,90,44.4,15,17,88.2,14,36,38.9,12,35,47,23,24,6,19,1,-10,240:00
512,9608,10,6,54,2,14,18,10,104,40,91,44.0,15,18,83.3,9,33,27.3,11,25,36,26,15,7,14,6,-18,240:00
513,9608,10,12,52,23,13,22,10,122,46,90,51.1,18,21,85.7,12,32,37.5,10,39,49,24,19,11,13,3,18,240:00
514,9609,41,16,40,2,13,11,11,90,33,95,34.7,15,20,75.0,9,39,23.1,10,43,53,16,17,5,12,5,-14,240:00
515,9609,41,11,48,25,10,21,13,104,40,94,42.6,14,17,82.4,10,35,28.6,7,47,54,23,19,6,9,4,14,240:00
516,9610,26,10,40,3,5,6,10,90,33,81,40.7,12,19,63.2,12,44,27.3,6,33,39,21,22,7,16,6,-17,240:00
517,9610,26,21,50,22,16,20,10,107,41,87,47.1,19,19,100,6,27,22.2,9,33,42,28,19,10,10,2,17,240:00
518,9611,6,13,34,20,10,27,12,111,39,81,48.1,21,22,95.5,12,27,44.4,5,23,28,24,16,11,12,3,3,240:00
519,9611,6,18,48,5,9,12,9,108,40,83,48.2,16,20,80.0,12,30,40.0,14,34,48,27,18,7,19,1,-3,240:00
520,9612,23,3,40,21,16,12,14,107,39,87,44.8,19,23,82.6,10,30,33.3,15,45,60,19,20,5,17,5,9,240:00
521,9612,23,14,30,3,19,23,12,98,31,90,34.4,21,27,77.8,15,50,30.0,11,30,41,20,19,10,11,7,-9,240:00
522,9613,7,8,56,17,12,32,10,99,38,82,46.3,16,20,80.0,7,25,28.0,11,38,49,26,18,8,14,5,12,240:00
523,9613,7,18,46,1,7,16,7,87,35,86,40.7,8,12,66.7,9,38,23.7,11,36,47,21,22,10,21,3,-12,240:00
524,9614,29,8,40,3,6,12,10,86,32,85,37.6,14,18,77.8,8,37,21.6,7,40,47,15,18,11,30,4,-30,240:00
525,9614,29,14,50,35,6,29,12,116,44,93,47.3,14,19,73.7,14,43,32.6,5,38,43,37,23,21,17,6,30,240:00
526,9615,27,9,40,6,14,7,8,99,36,82,43.9,15,17,88.2,12,41,29.3,12,28,40,24,14,9,14,4,-13,240:00
527,9615,27,5,40,27,19,19,8,112,41,87,47.1,14,15,93.3,16,37,43.2,13,32,45,24,18,7,12,5,13,240:00
528,9616,11,4,44,10,8,16,15,106,39,83,47.0,14,18,77.8,14,40,35.0,7,39,46,30,20,9,15,8,8,240:00
529,9616,11,4,42,15,9,18,15,98,36,86,41.9,14,17,82.4,12,34,35.3,9,33,42,19,18,7,13,3,-8,240:00
530,9617,14,16,38,8,8,15,12,106,36,86,41.9,18,26,69.2,16,39,41.0,11,38,49,24,21,7,17,3,-10,240:00
531,9617,14,16,38,12,9,20,13,116,43,93,46.2,18,25,72.0,12,43,27.9,14,36,50,25,22,9,14,7,10,240:00
532,9618,17,16,72,8,12,14,12,125,50,105,47.6,17,22,77.3,8,30,26.7,9,47,56,20,21,8,13,10,4,265:00
533,9618,17,29,64,12,15,17,13,121,48,108,44.4,12,22,54.5,13,36,36.1,16,43,59,33,22,10,15,6,-4,265:00
534,9619,9,7,52,4,7,10,11,110,42,83,50.6,16,24,66.7,10,28,35.7,5,30,35,19,23,9,13,3,-12,240:00
535,9619,9,10,60,15,12,15,14,122,44,85,51.8,22,29,75.9,12,39,30.8,8,33,41,20,22,5,13,6,12,240:00
536,9620,5,10,42,9,12,23,10,120,43,83,51.8,20,24,83.3,14,30,46.7,10,30,40,22,14,14,16,4,9,240:00
537,9620,5,2,48,12,19,24,9,111,43,88,48.9,10,13,76.9,15,40,37.5,8,25,33,22,21,6,18,2,-9,240:00
538,9621,41,11,58,15,13,18,10,116,43,84,51.2,21,29,72.4,9,25,36.0,11,36,47,18,20,8,15,7,9,240:00
539,9621,41,6,50,6,14,20,9,107,37,85,43.5,23,28,82.1,10,29,34.5,10,27,37,18,21,9,13,5,-9,240:00
540,9622,20,18,48,15,31,25,14,106,38,96,39.6,22,26,84.6,8,29,27.6,17,45,62,21,19,6,14,2,13,240:00
541,9622,20,17,34,8,4,19,10,93,33,85,38.8,13,14,92.9,14,43,32.6,4,38,42,21,24,7,15,7,-13,240:00
542,9623,15,7,40,3,21,13,7,100,38,79,48.1,14,17,82.4,10,29,34.5,9,31,40,19,19,6,22,7,-18,240:00
543,9623,15,10,58,23,33,31,7,118,46,100,46.0,12,19,63.2,14,30,46.7,16,25,41,22,20,18,10,6,18,240:00
544,9624,1,14,52,7,19,12,9,102,40,96,41.7,14,17,82.4,8,30,26.7,21,34,55,21,14,4,11,4,3,240:00
545,9624,1,12,48,16,12,13,9,99,40,93,43.0,8,9,88.9,11,36,30.6,9,35,44,24,19,5,9,6,-3,240:00
546,9631,1,8,68,6,12,10,8,111,48,88,54.5,9,14,64.3,6,21,28.6,6,37,43,26,16,4,13,3,-11,240:00
547,9631,1,0,60,20,17,11,8,122,46,99,46.5,17,21,81.0,13,34,38.2,14,37,51,26,16,6,6,4,11,240:00
548,9632,24,13,50,13,14,10,14,104,39,85,45.9,15,20,75.0,11,29,37.9,11,38,49,16,21,5,13,7,1,240:00
549,9632,24,8,40,4,4,12,12,103,36,84,42.9,20,22,90.9,11,32,34.4,5,32,37,25,18,6,7,5,-1,240:00
550,9633,40,14,46,36,23,14,10,122,41,85,48.2,24,30,80.0,16,46,34.8,10,48,58,24,23,8,16,4,31,240:00
551,9633,40,16,40,2,20,20,10,91,31,95,32.6,20,23,87.0,9,44,20.5,13,28,41,15,24,8,11,3,-31,240:00
552,9634,31,5,42,20,19,13,14,99,39,88,44.3,9,15,60.0,12,30,40.0,11,37,48,21,16,6,14,11,-5,240:00
553,9634,31,4,40,11,11,20,16,104,41,89,46.1,4,13,30.8,18,45,40.0,9,36,45,18,19,4,12,7,5,240:00
554,9635,19,11,46,3,9,22,14,104,39,97,40.2,14,14,100,12,48,25.0,10,41,51,25,14,17,17,9,3,265:00
555,9635,19,19,48,19,10,23,13,101,39,90,43.3,9,12,75.0,14,40,35.0,7,41,48,29,17,8,22,7,-3,265:00
556,9636,26,5,34,7,17,14,11,109,41,87,47.1,11,16,68.8,16,34,47.1,12,34,46,24,24,1,17,5,-1,240:00
557,9636,26,13,38,12,16,22,13,110,43,86,50.0,15,22,68.2,9,30,30.0,9,31,40,18,18,11,7,2,1,240:00
558,9637,15,19,52,16,23,23,10,98,37,93,39.8,16,23,69.6,8,29,27.6,11,35,46,20,27,9,14,7,-7,240:00
559,9637,15,11,36,14,14,10,10,105,34,76,44.7,31,41,75.6,6,26,23.1,10,40,50,20,21,9,18,6,7,240:00
560,9638,5,9,40,5,13,16,11,99,35,90,38.9,16,22,72.7,13,37,35.1,11,26,37,21,17,8,11,6,-15,240:00
561,9638,5,9,54,26,22,11,12,114,43,91,47.3,19,19,100,9,35,25.7,16,44,60,23,20,6,17,3,15,240:00
562,9639,30,8,48,13,7,14,13,113,40,80,50.0,24,25,96.0,9,27,33.3,3,42,45,19,20,4,14,5,4,240:00
563,9639,30,13,54,3,17,21,11,109,42,98,42.9,16,25,64.0,9,34,26.5,13,36,49,18,22,9,10,6,-4,240:00
564,9640,8,8,22,2,1,20,13,75,23,78,29.5,21,27,77.8,8,37,21.6,6,30,36,14,17,8,15,3,-31,240:00
565,9640,8,15,50,35,8,18,13,106,43,83,51.8,9,13,69.2,11,36,30.6,5,46,51,28,24,8,19,3,31,240:00
566,9641,16,14,28,11,8,21,12,92,34,87,39.1,9,16,56.2,15,42,35.7,6,37,43,17,14,7,12,5,-19,240:00
567,9641,16,11,36,20,21,17,11,111,41,98,41.8,10,16,62.5,19,41,46.3,16,47,63,21,19,8,14,6,19,240:00
568,9642,7,12,44,11,17,20,14,101,37,87,42.5,15,22,68.2,12,34,35.3,16,20,36,28,13,10,15,1,-12,240:00
569,9642,7,13,60,15,18,20,14,113,46,84,54.8,9,10,90.0,12,27,44.4,11,31,42,24,20,9,20,6,12,240:00
570,9643,2,14,66,6,10,13,8,112,44,107,41.1,22,25,88.0,2,26,7.7,8,46,54,23,32,8,11,10,-3,290:00
571,9643,2,5,46,9,12,11,8,115,38,104,36.5,29,36,80.6,10,36,27.8,12,50,62,19,22,6,13,7,3,290:00
572,9644,26,6,44,7,21,22,15,103,38,87,43.7,11,15,73.3,16,32,50.0,12,34,46,21,21,5,17,6,-7,240:00
573,9644,26,4,42,18,22,17,15,110,36,89,40.4,24,30,80.0,14,43,32.6,17,31,48,26,18,12,13,6,7,240:00
574,9645,24,6,36,16,11,17,10,123,42,81,51.9,20,25,80.0,19,33,57.6,5,32,37,22,21,7,12,4,6,240:00
575,9645,24,24,52,0,12,15,9,117,42,92,45.7,22,24,91.7,11,33,33.3,12,31,43,30,24,7,11,3,-6,240:00
576,9646,38,13,46,8,18,28,7,97,39,92,42.4,8,12,66.7,11,32,34.4,12,36,48,18,17,8,15,4,3,240:00
577,9646,38,19,42,7,12,21,7,94,35,81,43.2,11,16,68.8,13,43,30.2,8,32,40,25,17,8,19,10,-3,240:00
578,9647,1,14,36,2,19,11,11,94,36,95,37.9,14,19,73.7,8,22,36.4,20,29,49,24,17,6,19,1,-28,240:00
579,9647,1,34,60,33,12,28,15,122,46,86,53.5,18,19,94.7,12,38,31.6,5,32,37,24,24,11,12,6,28,240:00
580,9648,40,8,46,6,18,8,8,99,35,92,38.0,18,19,94.7,11,38,28.9,14,40,54,15,21,5,20,7,-8,240:00
581,9648,40,13,54,17,10,25,10,107,39,91,42.9,24,30,80.0,5,21,23.8,9,36,45,16,19,8,9,5,8,240:00
582,9649,20,15,40,29,14,17,10,129,46,88,52.3,16,19,84.2,21,37,56.8,11,39,50,31,17,12,18,2,26,240:00
583,9649,20,22,34,0,9,21,10,103,34,88,38.6,19,21,90.5,16,50,32.0,8,24,32,26,17,14,14,7,-26,240:00
584,9650,31,21,60,10,8,19,10,102,39,95,41.1,17,24,70.8,7,31,22.6,8,41,49,28,13,12,9,3,9,240:00
585,9650,31,15,44,7,13,10,10,93,36,89,40.4,11,16,68.8,10,39,25.6,9,43,52,20,18,6,19,2,-9,240:00
586,9651,25,16,36,0,5,16,11,82,29,83,34.9,16,21,76.2,8,39,20.5,3,42,45,14,8,8,15,6,-21,240:00
587,9651,25,10,28,31,5,12,11,103,39,92,42.4,4,8,50.0,21,54,38.9,10,46,56,30,21,9,15,8,21,240:00
588,9652,9,18,38,4,10,22,8,93,36,88,40.9,12,16,75.0,9,37,24.3,14,34,48,24,15,11,18,10,2,240:00
589,9652,9,11,40,14,14,18,10,91,35,89,39.3,8,9,88.9,13,41,31.7,15,31,46,21,23,8,20,6,-2,240:00
590,9653,7,11,40,14,9,19,11,92,36,91,39.6,6,7,85.7,14,44,31.8,10,37,47,21,21,8,19,3,-9,240:00
591,9653,7,24,44,24,3,18,11,101,39,84,46.4,17,27,63.0,6,26,23.1,8,44,52,27,14,12,13,3,9,240:00
592,9654,30,1,60,1,29,13,11,99,38,96,39.6,16,20,80.0,7,36,19.4,17,39,56,20,19,6,12,3,-6,240:00
593,9654,30,13,52,15,9,20,11,105,40,90,44.4,13,20,65.0,12,37,32.4,10,35,45,24,20,8,9,4,6,240:00
594,9655,29,4,42,8,22,9,7,113,43,97,44.3,10,11,90.9,17,54,31.5,15,32,47,30,18,4,12,5,-12,240:00
595,9655,29,11,44,13,16,11,7,125,46,89,51.7,13,21,61.9,20,42,47.6,10,34,44,36,18,4,8,6,12,240:00
596,9656,40,11,42,17,8,9,8,107,35,75,46.7,25,27,92.6,12,37,32.4,7,37,44,13,10,6,12,10,12,240:00
597,9656,40,20,44,0,18,18,8,95,39,96,40.6,5,6,83.3,12,41,29.3,13,31,44,16,22,7,9,3,-12,240:00
598,9657,10,4,30,1,5,17,10,91,32,79,40.5,15,22,68.2,12,33,36.4,7,22,29,21,18,12,15,3,-26,240:00
599,9657,10,12,42,30,4,17,11,117,47,72,65.3,10,16,62.5,13,25,52.0,2,39,41,30,19,7,19,2,26,240:00
600,9658,14,14,48,1,19,14,15,85,32,76,42.1,15,29,51.7,6,28,21.4,10,45,55,18,18,8,25,3,-10,240:00
601,9658,14,20,44,28,10,32,13,95,39,96,40.6,8,13,61.5,9,31,29.0,10,33,43,22,20,15,12,9,10,240:00
602,9659,7,22,54,19,24,27,11,113,39,90,43.3,26,38,68.4,9,28,32.1,17,32,49,21,14,12,16,8,3,240:00
603,9659,7,18,50,3,21,24,10,110,42,102,41.2,11,15,73.3,15,39,38.5,21,26,47,27,23,12,17,12,-3,240:00
604,9660,31,18,50,1,15,25,10,118,47,89,52.8,10,14,71.4,14,28,50.0,8,28,36,34,9,6,16,4,-13,240:00
605,9660,31,13,62,26,13,29,12,131,52,91,57.1,9,12,75.0,18,38,47.4,10,29,39,37,19,11,14,4,13,240:00
606,9661,29,8,50,6,12,12,12,103,40,84,47.6,11,18,61.1,12,34,35.3,13,32,45,21,15,5,14,2,-10,240:00
607,9661,29,10,50,12,10,17,9,113,43,83,51.8,14,16,87.5,13,36,36.1,7,27,34,34,18,11,10,6,10,240:00
608,9662,41,15,48,6,4,17,9,111,41,86,47.7,16,16,100,13,39,33.3,7,29,36,27,24,7,12,4,-7,240:00
609,9662,41,2,42,17,14,13,12,118,38,83,45.8,29,29,100,13,34,38.2,13,34,47,24,17,9,11,5,7,240:00
610,9663,6,14,54,14,14,14,15,128,49,86,57.0,17,18,94.4,13,31,41.9,10,40,50,30,19,7,14,8,14,240:00
611,9663,6,14,36,19,21,18,13,114,42,96,43.8,15,20,75.0,15,33,45.5,13,25,38,20,15,10,9,1,-14,240:00
612,9664,38,21,44,15,16,20,8,113,43,99,43.4,13,14,92.9,14,42,33.3,13,35,48,24,20,12,8,4,9,240:00
613,9664,38,3,34,15,8,13,10,104,35,76,46.1,18,24,75.0,16,38,42.1,7,34,41,20,13,3,16,4,-9,240:00
614,9665,9,11,40,2,7,13,7,97,39,88,44.3,10,15,66.7,9,38,23.7,6,34,40,27,10,8,12,8,-9,240:00
615,9665,9,13,58,14,14,12,9,106,44,97,45.4,5,7,71.4,13,34,38.2,11,44,55,20,18,8,12,4,9,240:00
616,9666,26,10,38,21,16,18,11,115,37,82,45.1,24,30,80.0,17,43,39.5,12,39,51,21,19,5,16,7,18,240:00
617,9666,26,6,38,13,18,10,9,97,36,97,37.1,11,19,57.9,14,51,27.5,16,31,47,21,20,8,12,1,-18,240:00
618,9667,25,9,38,15,8,14,10,94,35,90,38.9,13,16,81.2,11,37,29.7,10,41,51,17,18,8,16,6,-5,240:00
619,9667,25,20,32,5,12,19,10,99,35,92,38.0,14,19,73.7,15,42,35.7,13,38,51,18,14,8,12,5,5,240:00
620,9668,21,7,42,36,10,18,9,117,42,84,50.0,16,21,76.2,17,37,45.9,9,43,52,28,23,7,15,8,28,240:00
621,9668,21,6,38,2,10,23,8,89,30,93,32.3,21,30,70.0,8,47,17.0,14,29,43,21,22,5,14,5,-28,240:00
622,9669,20,19,48,18,16,14,9,125,43,83,51.8,26,30,86.7,13,25,52.0,9,36,45,25,25,6,6,5,15,240:00
623,9669,20,3,38,11,12,4,8,110,37,84,44.0,22,31,71.0,14,42,33.3,11,30,41,17,21,1,9,3,-15,240:00
624,9670,30,18,46,4,14,23,8,113,42,93,45.2,17,24,70.8,12,31,38.7,6,32,38,24,24,8,11,8,-6,240:00
625,9670,30,7,54,9,33,17,8,119,43,98,43.9,19,27,70.4,14,48,29.2,15,44,59,16,23,7,16,6,6,240:00
626,9671,23,19,42,20,18,30,9,100,36,91,39.6,15,16,93.8,13,39,33.3,14,29,43,21,16,17,17,6,-12,240:00
627,9671,23,11,50,12,6,16,10,112,43,82,52.4,17,18,94.4,9,26,34.6,7,35,42,32,17,8,19,4,12,240:00
628,9719,5,24,56,8,11,6,9,123,43,99,43.4,23,28,82.1,14,42,33.3,14,41,55,23,23,5,18,3,-3,265:00
629,9719,5,21,48,14,7,33,11,126,44,91,48.4,25,35,71.4,13,32,40.6,8,43,51,30,23,11,15,8,3,265:00
630,9720,21,21,52,9,18,10,10,118,44,95,46.3,15,21,71.4,15,39,38.5,12,40,52,21,10,5,8,6,9,240:00
631,9720,21,20,48,13,19,9,10,109,42,103,40.8,11,12,91.7,14,43,32.6,13,33,46,21,20,7,7,7,-9,240:00
632,9721,1,8,34,3,11,18,13,98,37,85,43.5,6,10,60.0,18,35,51.4,6,26,32,22,18,6,11,5,-12,240:00
633,9721,1,11,42,18,13,13,8,110,41,81,50.6,13,16,81.2,15,38,39.5,8,36,44,21,20,8,14,4,12,240:00
634,9722,29,5,50,6,7,9,13,109,43,91,47.3,9,12,75.0,14,37,37.8,9,34,43,29,15,6,9,5,-8,240:00
635,9722,29,14,44,12,6,11,13,117,44,85,51.8,13,19,68.4,16,30,53.3,5,38,43,25,17,5,8,0,8,240:00
636,9723,41,2,42,7,21,21,11,97,35,84,41.7,17,17,100,10,28,35.7,12,37,49,25,20,9,12,2,3,240:00
637,9723,41,12,40,10,11,14,11,94,35,76,46.1,15,21,71.4,9,31,29.0,6,34,40,21,18,7,14,4,-3,240:00
638,9724,4,15,38,34,8,10,10,123,46,91,50.5,15,17,88.2,16,37,43.2,8,41,49,29,18,8,15,5,33,240:00
639,9724,4,8,50,0,13,14,10,90,35,92,38.0,16,24,66.7,4,33,12.1,12,37,49,19,18,10,17,3,-33,240:00
640,9725,38,18,48,0,8,26,8,88,33,77,42.9,16,19,84.2,6,25,24.0,6,35,41,20,17,8,18,8,-16,240:00
641,9725,38,10,50,18,21,16,8,104,42,94,44.7,10,15,66.7,10,29,34.5,12,32,44,21,13,10,15,5,16,240:00
642,9726,21,8,20,24,20,13,16,112,40,90,44.4,6,9,66.7,26,50,52.0,13,37,50,29,17,4,14,4,12,240:00
643,9726,21,22,30,3,8,19,12,100,36,83,43.4,12,17,70.6,16,37,43.2,7,31,38,19,17,9,10,10,-12,240:00
644,9727,10,16,44,14,14,20,8,112,42,97,43.3,12,18,66.7,16,48,33.3,16,33,49,23,26,6,14,6,8,240:00
645,9727,10,9,42,8,16,5,10,104,35,82,42.7,22,34,64.7,12,34,35.3,8,34,42,17,20,5,13,5,-8,240:00
646,9728,8,12,40,7,8,10,7,107,38,83,45.8,19,24,79.2,12,33,36.4,8,35,43,23,16,9,12,4,-10,240:00
647,9728,8,16,44,18,15,15,10,117,45,89,50.6,12,14,85.7,15,31,48.4,8,38,46,26,15,9,11,2,10,240:00
648,9729,5,14,50,14,14,23,19,118,41,90,45.6,21,24,87.5,15,36,41.7,9,40,49,32,16,13,17,7,10,240:00
649,9729,5,21,70,8,26,20,19,108,45,107,42.1,9,15,60.0,9,38,23.7,20,37,57,27,18,14,16,8,-10,240:00
650,9730,25,0,46,21,20,17,16,108,37,87,42.5,24,30,80.0,10,34,29.4,13,43,56,23,23,6,18,4,8,240:00
651,9730,25,5,46,8,22,18,15,100,34,97,35.1,23,32,71.9,9,35,25.7,19,31,50,24,20,13,9,5,-8,240:00
652,9731,30,8,56,0,10,12,9,117,47,91,51.6,13,16,81.2,10,36,27.8,11,33,44,20,26,4,15,6,-19,240:00
653,9731,30,10,48,25,24,22,9,136,49,92,53.3,20,31,64.5,18,32,56.2,12,31,43,34,16,11,8,3,19,240:00
654,9732,15,13,56,8,14,12,10,98,40,84,47.6,7,11,63.6,11,31,35.5,10,38,48,22,19,5,12,11,-3,240:00
655,9732,15,6,42,8,11,15,9,101,36,84,42.9,17,20,85.0,12,30,40.0,11,28,39,19,14,5,10,4,3,240:00
656,9733,29,9,56,7,17,9,7,109,44,91,48.4,14,16,87.5,7,30,23.3,14,32,46,24,21,5,14,2,-10,240:00
657,9733,29,4,60,15,17,16,8,119,49,94,52.1,10,12,83.3,11,28,39.3,9,30,39,27,20,6,10,6,10,240:00
658,9734,22,14,42,2,22,18,10,110,39,95,41.1,15,20,75.0,17,44,38.6,17,23,40,30,28,8,17,4,-13,240:00
659,9734,22,24,48,20,25,18,10,123,40,85,47.1,32,40,80.0,11,40,27.5,20,33,53,23,21,14,16,6,13,240:00
660,9735,20,12,50,9,16,20,12,117,40,96,41.7,27,35,77.1,10,37,27.0,11,36,47,26,25,14,14,2,-3,265:00
661,9735,20,10,38,8,6,14,12,120,46,92,50.0,10,16,62.5,18,38,47.4,9,41,50,26,27,5,22,6,3,265:00
662,9736,38,26,50,10,32,18,11,115,42,96,43.8,17,17,100,14,33,42.4,16,31,47,25,18,10,11,7,6,240:00
663,9736,38,9,52,10,15,10,9,109,40,88,45.5,18,19,94.7,11,34,32.4,9,30,39,29,16,8,12,8,-6,240:00
664,9737,15,2,48,15,22,10,10,111,43,96,44.8,14,19,73.7,11,31,35.5,15,38,53,19,23,7,10,5,11,240:00
665,9737,15,5,58,6,11,14,9,100,39,83,47.0,13,23,56.5,9,32,28.1,7,30,37,22,16,6,12,4,-11,240:00
666,9738,20,8,52,17,21,7,8,109,43,97,44.3,14,17,82.4,9,41,22.0,18,32,50,18,21,9,15,4,-3,240:00
667,9738,20,14,50,11,18,18,9,112,43,91,47.3,15,17,88.2,11,37,29.7,9,33,42,20,14,9,12,9,3,240:00
668,9739,24,14,44,16,14,16,10,96,36,93,38.7,11,18,61.1,13,35,37.1,14,37,51,17,22,8,19,5,-8,240:00
669,9739,24,16,58,11,19,17,10,104,39,90,43.3,16,24,66.7,10,36,27.8,12,37,49,25,18,10,12,5,8,240:00
670,9740,21,8,42,4,10,24,8,113,44,98,44.9,9,11,81.8,16,47,34.0,12,27,39,23,19,7,11,3,-9,265:00
671,9740,21,0,62,10,17,16,8,122,47,96,49.0,16,18,88.9,12,41,29.3,16,37,53,22,12,5,16,7,9,265:00
672,9741,10,7,34,1,15,11,9,78,29,79,36.7,11,13,84.6,9,30,30.0,10,33,43,18,13,12,23,5,-20,240:00
673,9741,10,9,50,27,6,27,12,98,39,82,47.6,6,9,66.7,14,41,34.1,8,32,40,27,11,12,19,5,20,240:00
674,9742,29,9,38,17,17,11,11,104,34,87,39.1,25,31,80.6,11,36,30.6,11,41,52,21,27,10,13,4,12,240:00
675,9742,29,4,54,8,17,13,7,92,34,85,40.0,17,27,63.0,7,32,21.9,9,40,49,13,23,6,13,6,-12,240:00
676,9743,28,10,46,38,6,10,12,119,46,94,48.9,9,9,100,18,37,48.6,4,42,46,28,22,12,12,6,25,240:00
677,9743,28,16,58,0,19,12,10,94,37,98,37.8,13,23,56.5,7,33,21.2,17,42,59,19,16,6,15,6,-25,240:00
678,9744,4,11,36,21,10,26,9,120,41,81,50.6,20,27,74.1,18,34,52.9,7,27,34,27,20,9,12,4,8,240:00
679,9744,4,15,50,5,11,10,9,112,43,88,48.9,13,16,81.2,13,32,40.6,12,31,43,26,26,6,15,4,-8,240:00
680,9745,30,4,42,18,12,15,12,103,38,95,40.0,13,17,76.5,14,41,34.1,11,38,49,20,12,5,13,7,-2,240:00
681,9745,30,0,56,5,18,15,11,105,42,99,42.4,11,15,73.3,10,30,33.3,16,36,52,13,18,8,10,6,2,240:00
682,9746,8,13,48,27,22,16,13,123,46,100,46.0,13,19,68.4,18,45,40.0,10,38,48,30,18,9,5,8,14,240:00
683,9746,8,5,46,5,13,6,10,109,41,84,48.8,14,20,70.0,13,30,43.3,3,38,41,30,17,3,13,3,-14,240:00
684,9747,1,16,64,5,17,15,11,96,38,93,40.9,15,21,71.4,5,28,17.9,14,36,50,20,20,2,8,5,-9,240:00
685,9747,1,19,54,15,12,12,9,105,40,90,44.4,15,20,75.0,10,35,28.6,10,39,49,26,21,6,7,5,9,240:00
686,9748,6,7,38,10,15,15,11,93,34,78,43.6,17,22,77.3,8,27,29.6,7,31,38,18,16,9,20,2,-26,240:00
687,9748,6,18,52,27,13,24,11,119,45,93,48.4,14,16,87.5,15,46,32.6,12,35,47,27,15,15,16,3,26,240:00
688,9749,22,6,56,33,19,23,14,107,43,94,45.7,9,12,75.0,12,37,32.4,14,40,54,24,21,10,16,4,24,240:00
689,9749,22,10,32,11,10,15,12,83,29,82,35.4,16,20,80.0,9,41,22.0,11,33,44,17,14,12,19,8,-24,240:00
690,9750,20,11,50,27,9,24,16,111,42,85,49.4,14,16,87.5,13,33,39.4,13,35,48,23,25,6,19,3,6,240:00
691,9750,20,16,36,3,16,17,18,105,35,85,41.2,18,25,72.0,17,53,32.1,12,26,38,23,19,13,16,2,-6,240:00
692,9751,27,12,42,6,19,15,12,113,38,89,42.7,25,29,86.2,12,23,52.2,18,28,46,16,22,11,14,2,-5,240:00
693,9751,27,21,58,20,6,17,15,118,47,82,57.3,10,15,66.7,14,28,50.0,7,30,37,33,21,7,15,10,5,240:00
