,id,season,date,arena,H_team,A_team_id,A_team,A_team_id,H_score,A_score,ref1,ref2,ref3,ties,leadChange,nugget
740,10220,2018,2022-01-17T18:00:00.000Z,Madison Square Garden,New York Knicks,24,Charlotte Hornets,5,87,97,Marc Davis,J.T. Orr,Jacyn Goble,0,2,
741,10221,2018,2022-01-17T19:00:00.000Z,Capital One Arena,Washington Wizards,41,Philadelphia 76ers,27,117,98,James Capers,Tyler Ford,Phenizee Ransom,1,1,
742,10222,2018,2022-01-17T20:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Brooklyn Nets,4,114,107,Courtney Kirkland,Marat Kogut,Brett Nansel,8,16,
743,10223,2018,2022-01-17T20:30:00.000Z,FedExForum,Memphis Grizzlies,19,Chicago Bulls,6,119,106,Kane Fitzgerald,Ben Taylor,Matt Myers,6,5,
744,10224,2018,2022-01-17T20:30:00.000Z,Crypto.com Arena,LA Clippers,16,Indiana Pacers,15,139,133,John Goble,Scott Twardoski,Dedric Taylor,0,0,
745,10225,2018,2022-01-17T23:00:00.000Z,State Farm Arena,Atlanta Hawks,1,Milwaukee Bucks,21,121,114,Sean Wright,Curtis Blair,Gediminas Petraitis,1,3,
746,10226,2018,2022-01-18T00:00:00.000Z,Amway Center,Orlando Magic,26,Portland Trail Blazers,29,88,98,Zach Zarba,Ray Acosta,Robert Hussey,3,1,
747,10227,2018,2022-01-18T00:30:00.000Z,FTX Arena,Miami Heat,20,Toronto Raptors,38,104,99,Bill Kennedy,Mark Lindsay,Tyler Ricks,10,22,
748,10228,2018,2022-01-18T01:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Oklahoma City Thunder,25,104,102,James Williams,Mitchell Ervin,Suyash Mehta,0,0,
749,10229,2018,2022-01-18T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Phoenix Suns,28,107,121,Eric Dalen,Kevin Cutler,CJ Washington,9,18,
750,10230,2018,2022-01-18T03:30:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Utah Jazz,40,101,95,Michael Smith,Scott Wall,David Guthrie,9,14,
751,10231,2018,2022-01-19T00:30:00.000Z,Madison Square Garden,New York Knicks,24,Minnesota Timberwolves,22,110,112,Bennie Adams,Ed Malloy,Brian Forte,6,14,
752,10232,2018,2022-01-19T03:00:00.000Z,Chase Center,Golden State Warriors,11,Detroit Pistons,10,102,86,Tony Brothers,Brent Barnaky,Scott Twardoski,0,1,
753,10233,2018,2022-01-20T00:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Orlando Magic,26,123,110,Tre Maddox,Aaron Smith,Jenna Schroeder,5,15,
754,10234,2018,2022-01-20T00:00:00.000Z,Capital One Arena,Washington Wizards,41,Brooklyn Nets,4,118,119,Ben Taylor,Mitchell Ervin,Jonathan Sterling,1,2,
755,10235,2018,2022-01-20T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Minnesota Timberwolves,22,134,122,Bill Kennedy,Matt Boland,Mark Lindsay,0,1,
756,10236,2018,2022-01-20T00:30:00.000Z,TD Garden,Boston Celtics,2,Charlotte Hornets,5,102,111,Curtis Blair,Tyler Ford,Natalie Sago,7,11,
757,10237,2018,2022-01-20T00:30:00.000Z,FTX Arena,Miami Heat,20,Portland Trail Blazers,29,104,92,Courtney Kirkland,Eric Dalen,Mousa Dagher,6,15,
758,10238,2018,2022-01-20T01:00:00.000Z,United Center,Chicago Bulls,6,Cleveland Cavaliers,7,117,104,Zach Zarba,CJ Washington,Jacyn Goble,5,11,
759,10239,2018,2022-01-20T01:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Memphis Grizzlies,19,126,114,James Capers,Brian Forte,Brett Nansel,2,6,
760,10240,2018,2022-01-20T01:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Toronto Raptors,38,102,98,Tom Washington,Marat Kogut,Andy Nagy,7,22,
761,10241,2018,2022-01-20T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Oklahoma City Thunder,25,118,96,Leon Wood,Kane Fitzgerald,Justin Van Duyne,4,2,
762,10242,2018,2022-01-20T02:00:00.000Z,Vivint Arena,Utah Jazz,40,Houston Rockets,14,111,116,Pat Fraher,Dedric Taylor,Brandon Schwab,0,5,
763,10243,2018,2022-01-20T03:00:00.000Z,Ball Arena,Denver Nuggets,9,LA Clippers,16,130,128,JB DeRosa,James Williams,Brandon Adair,10,16,
764,10244,2018,2022-01-20T03:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Detroit Pistons,10,131,133,Michael Smith,Scott Wall,John Goble,12,13,
765,10245,2018,2022-01-20T03:30:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Indiana Pacers,15,104,111,Tony Brothers,Derek Richardson,Brent Barnaky,4,5,
766,10246,2018,2022-01-21T00:30:00.000Z,Madison Square Garden,New York Knicks,24,New Orleans Pelicans,23,91,102,Sean Wright,Mitchell Ervin,Ray Acosta,3,2,
767,10247,2018,2022-01-21T00:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Phoenix Suns,28,101,109,Marc Davis,Ed Malloy,Justin Van Duyne,7,14,
768,10248,2018,2022-01-21T03:00:00.000Z,Chase Center,Golden State Warriors,11,Indiana Pacers,15,117,121,David Guthrie,Kevin Cutler,Brandon Schwab,13,15,
769,10249,2018,2022-01-22T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Oklahoma City Thunder,25,121,98,Matt Boland,Mark Lindsay,Matt Myers,1,1,
770,10250,2018,2022-01-22T00:00:00.000Z,Amway Center,Orlando Magic,26,Los Angeles Lakers,17,105,116,Courtney Kirkland,Marat Kogut,Lauren Holtkamp,13,12,
771,10251,2018,2022-01-22T00:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,LA Clippers,16,101,102,Zach Zarba,J.T. Orr,Gediminas Petraitis,3,4,
772,10252,2018,2022-01-22T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Miami Heat,20,110,108,Leon Wood,Kane Fitzgerald,Jason Goldenberg,4,5,
773,10253,2018,2022-01-22T00:30:00.000Z,TD Garden,Boston Celtics,2,Portland Trail Blazers,29,105,109,Bill Kennedy,Brett Nansel,Jacyn Goble,6,8,
774,10254,2018,2022-01-22T01:00:00.000Z,Capital One Arena,Washington Wizards,41,Toronto Raptors,38,105,109,Scott Foster,Eric Dalen,Aaron Smith,6,9,
775,10255,2018,2022-01-22T01:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Chicago Bulls,6,94,90,Josh Tiven,Natalie Sago,John Butler,15,16,
776,10256,2018,2022-01-22T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Brooklyn Nets,4,102,117,Tony Brothers,Tre Maddox,Danielle Scott,12,16,
777,10257,2018,2022-01-22T02:00:00.000Z,Ball Arena,Denver Nuggets,9,Memphis Grizzlies,19,118,122,Scott Wall,Pat Fraher,Karl Lane,4,10,
778,10258,2018,2022-01-22T02:00:00.000Z,Vivint Arena,Utah Jazz,40,Detroit Pistons,10,111,101,JB DeRosa,James Williams,Brandon Adair,8,12,
779,10259,2018,2022-01-22T03:00:00.000Z,Chase Center,Golden State Warriors,11,Houston Rockets,14,105,103,Michael Smith,John Goble,Evan Scott,9,9,
780,10260,2018,2022-01-23T01:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Oklahoma City Thunder,25,94,87,Tom Washington,Ed Malloy,J.T. Orr,7,6,
781,10261,2018,2022-01-23T00:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Sacramento Kings,30,133,127,Zach Zarba,Eric Dalen,John Butler,6,1,
782,10262,2018,2022-01-23T02:00:00.000Z,Footprint Center,Phoenix Suns,28,Indiana Pacers,15,113,103,James Capers,JB DeRosa,Brandon Adair,3,6,
783,10263,2018,2022-01-23T18:00:00.000Z,Madison Square Garden,New York Knicks,24,LA Clippers,16,110,102,Matt Boland,Josh Tiven,Danielle Scott,0,0,
784,10264,2018,2022-01-23T20:30:00.000Z,Capital One Arena,Washington Wizards,41,Boston Celtics,2,87,116,David Guthrie,Marat Kogut,Matt Myers,0,0,
785,10265,2018,2022-01-23T23:00:00.000Z,FTX Arena,Miami Heat,20,Los Angeles Lakers,17,113,107,James Williams,Dedric Taylor,Phenizee Ransom,1,2,
786,10266,2018,2022-01-23T23:00:00.000Z,Amway Center,Orlando Magic,26,Chicago Bulls,6,114,95,Leon Wood,Tyler Ford,Aaron Smith,3,4,
787,10267,2018,2022-01-23T23:00:00.000Z,Scotiabank Arena,Toronto Raptors,38,Portland Trail Blazers,29,105,114,Brian Forte,Brent Barnaky,CJ Washington,0,0,
788,10268,2018,2022-01-24T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Atlanta Hawks,1,91,113,Sean Wright,Gediminas Petraitis,Jacyn Goble,4,1,
789,10269,2018,2022-01-24T00:00:00.000Z,AT&T Center,San Antonio Spurs,31,Philadelphia 76ers,27,109,115,Ben Taylor,Ray Acosta,Brandon Schwab,0,6,
790,10270,2018,2022-01-24T00:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Memphis Grizzlies,19,104,91,Tony Brothers,Michael Smith,Scott Twardoski,1,0,
791,10271,2018,2022-01-24T01:00:00.000Z,Target Center,Minnesota Timberwolves,22,Brooklyn Nets,4,136,125,Curtis Blair,Kevin Cutler,Jason Goldenberg,4,14,
792,10272,2018,2022-01-24T01:00:00.000Z,Ball Arena,Denver Nuggets,9,Detroit Pistons,10,117,111,Derek Richardson,Eric Lewis,Andy Nagy,8,9,
793,10273,2018,2022-01-24T01:30:00.000Z,Chase Center,Golden State Warriors,11,Utah Jazz,40,94,92,Bennie Adams,Pat Fraher,Karl Lane,5,7,
794,10274,2018,2022-01-25T00:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,New York Knicks,24,95,93,Scott Wall,Curtis Blair,Justin Van Duyne,14,10,
795,10275,2018,2022-03-04T00:00:00.000Z,State Farm Arena,Atlanta Hawks,1,Chicago Bulls,6,130,124,Tom Washington,Josh Tiven,Brandon Adair,9,13,
796,10276,2018,2022-01-11T01:00:00.000Z,Toyota Center,Houston Rockets,14,Philadelphia 76ers,27,91,111,Marc Davis,Eric Dalen,Jenna Schroeder,2,1,
797,10277,2018,2022-01-25T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Indiana Pacers,15,117,113,John Goble,Lauren Holtkamp,Tyler Ford,10,12,
798,10278,2018,2022-01-25T02:00:00.000Z,Footprint Center,Phoenix Suns,28,Utah Jazz,40,115,109,JB DeRosa,Kane Fitzgerald,Jonathan Sterling,3,14,
799,10279,2018,2022-01-26T00:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Denver Nuggets,9,105,110,Leon Wood,Brent Barnaky,Mousa Dagher,2,5,
800,10280,2018,2022-01-26T00:00:00.000Z,Scotiabank Arena,Toronto Raptors,38,Charlotte Hornets,5,125,113,Kevin Cutler,Dedric Taylor,Danielle Scott,3,1,
801,10281,2018,2022-01-26T00:00:00.000Z,Capital One Arena,Washington Wizards,41,LA Clippers,16,115,116,Sean Wright,Ray Acosta,Natalie Sago,1,1,
802,10282,2018,2022-01-26T00:30:00.000Z,TD Garden,Boston Celtics,2,Sacramento Kings,30,128,75,James Capers,Brian Forte,CJ Washington,0,0,
803,10283,2018,2022-01-26T00:30:00.000Z,Barclays Center,Brooklyn Nets,4,Los Angeles Lakers,17,96,106,Tom Washington,Matt Boland,David Guthrie,4,8,
804,10284,2018,2022-01-26T01:00:00.000Z,Toyota Center,Houston Rockets,14,San Antonio Spurs,31,104,134,Pat Fraher,Scott Twardoski,Gediminas Petraitis,6,8,
805,10285,2018,2022-01-26T03:00:00.000Z,Chase Center,Golden State Warriors,11,Dallas Mavericks,8,130,92,Eric Lewis,Tre Maddox,Jonathan Sterling,1,3,
806,10286,2018,2022-01-26T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Minnesota Timberwolves,22,107,109,JB DeRosa,Karl Lane,Matt Kallio,7,9,
807,10287,2018,2022-01-27T00:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Milwaukee Bucks,21,115,99,Brent Barnaky,Ben Taylor,Jenna Schroeder,2,1,
808,10288,2018,2022-01-27T00:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Charlotte Hornets,5,126,158,David Guthrie,Marat Kogut,Mousa Dagher,11,11,
809,10289,2018,2022-01-27T00:00:00.000Z,Amway Center,Orlando Magic,26,LA Clippers,16,102,111,Mark Lindsay,Justin Van Duyne,Natalie Sago,6,7,
810,10290,2018,2022-01-27T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Sacramento Kings,30,121,104,Lauren Holtkamp,Tyler Ford,Evan Scott,1,4,
811,10291,2018,2022-03-01T00:30:00.000Z,Barclays Center,Brooklyn Nets,4,Toronto Raptors,38,97,133,Curtis Blair,Matt Myers,Mitchell Ervin,2,4,
812,10292,2018,2022-01-27T00:30:00.000Z,FTX Arena,Miami Heat,20,New York Knicks,24,110,96,John Goble,Gediminas Petraitis,Suyash Mehta,0,0,
813,10293,2018,2022-01-27T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Memphis Grizzlies,19,110,118,Bennie Adams,Marc Davis,Curtis Blair,2,7,
814,10294,2018,2022-01-29T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Denver Nuggets,9,105,116,Brent Barnaky,Natalie Sago,Phenizee Ransom,6,5,
815,10295,2018,2022-01-25T01:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Chicago Bulls,6,110,111,Derek Richardson,Marc Davis,Suyash Mehta,6,3,
816,10296,2018,2022-01-27T03:00:00.000Z,Vivint Arena,Utah Jazz,40,Phoenix Suns,28,97,105,Eric Lewis,Jason Goldenberg,Jacyn Goble,1,1,
817,10297,2018,2022-01-27T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Dallas Mavericks,8,112,132,Kane Fitzgerald,J.T. Orr,Mitchell Ervin,0,0,
818,10298,2018,2022-01-28T00:30:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Los Angeles Lakers,17,105,87,James Capers,Leon Wood,Kevin Cutler,3,5,
819,10299,2018,2022-01-28T03:00:00.000Z,Chase Center,Golden State Warriors,11,Minnesota Timberwolves,22,124,115,Derrick Collins,Brett Nansel,James Williams,10,7,
820,10300,2018,2022-01-29T00:30:00.000Z,Spectrum Center,Charlotte Hornets,5,Los Angeles Lakers,17,117,114,Tony Brothers,Bennie Adams,Tyler Ford,1,0,
821,10301,2018,2022-01-29T00:00:00.000Z,Amway Center,Orlando Magic,26,Detroit Pistons,10,119,103,Kevin Scott,Jonathan Sterling,John Butler,2,4,
822,10302,2018,2022-01-29T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Boston Celtics,2,108,92,Scott Wall,Tom Washington,Josh Tiven,5,9,
823,10303,2018,2022-01-29T01:00:00.000Z,FTX Arena,Miami Heat,20,LA Clippers,16,121,114,David Guthrie,Karl Lane,Matt Myers,2,1,
824,10304,2018,2022-01-29T01:00:00.000Z,Toyota Center,Houston Rockets,14,Portland Trail Blazers,29,110,125,Matt Boland,Ben Taylor,Evan Scott,1,2,
825,10305,2018,2022-01-29T01:00:00.000Z,FedExForum,Memphis Grizzlies,19,Utah Jazz,40,119,109,Pat Fraher,Dedric Taylor,Suyash Mehta,3,8,
826,10306,2018,2022-01-29T01:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Indiana Pacers,15,110,113,Mark Lindsay,J.T. Orr,Jason Goldenberg,9,18,
827,10307,2018,2022-01-29T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Chicago Bulls,6,131,122,Curtis Blair,Jacyn Goble,Mousa Dagher,7,12,
828,10308,2018,2022-01-29T02:00:00.000Z,Footprint Center,Phoenix Suns,28,Minnesota Timberwolves,22,134,124,Tre Maddox,Scott Twardoski,Mitchell Ervin,9,4,
829,10309,2018,2022-01-29T03:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,New York Knicks,24,123,108,Michael Smith,Eric Lewis,Marat Kogut,0,0,
830,10310,2018,2022-01-30T00:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Boston Celtics,2,97,107,Kevin Cutler,Andy Nagy,Natalie Sago,0,1,
831,10311,2018,2022-01-30T00:00:00.000Z,American Airlines Center,Dallas Mavericks,8,Indiana Pacers,15,132,105,JB DeRosa,Curtis Blair,Ray Acosta,1,0,
832,10312,2018,2022-01-30T00:30:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Sacramento Kings,30,103,101,James Capers,Derek Richardson,Aaron Smith,4,3,
833,10313,2018,2022-01-30T01:00:00.000Z,FTX Arena,Miami Heat,20,Toronto Raptors,38,120,124,Matt Boland,Kevin Scott,Jonathan Sterling,6,12,
834,10314,2018,2022-01-30T01:00:00.000Z,FedExForum,Memphis Grizzlies,19,Washington Wizards,41,115,95,Derrick Collins,John Goble,Evan Scott,0,0,
835,10315,2018,2022-01-30T01:30:00.000Z,Chase Center,Golden State Warriors,11,Brooklyn Nets,4,110,106,Brian Forte,Kane Fitzgerald,Justin Van Duyne,12,7,
836,10316,2018,2022-01-30T18:00:00.000Z,State Farm Arena,Atlanta Hawks,1,Los Angeles Lakers,17,129,121,Tony Brothers,Karl Lane,John Butler,9,16,
837,10317,2018,2022-01-30T18:00:00.000Z,Spectrum Center,Charlotte Hornets,5,LA Clippers,16,90,115,Tom Washington,Josh Tiven,Jenna Schroeder,1,10,
838,10318,2018,2022-01-30T20:30:00.000Z,United Center,Chicago Bulls,6,Portland Trail Blazers,29,130,116,David Guthrie,Dedric Taylor,Robert Hussey,7,13,
839,10319,2018,2022-01-30T23:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Cleveland Cavaliers,7,115,105,Pat Fraher,Nick Buchert,Brandon Schwab,0,1,
840,10320,2018,2022-01-31T00:00:00.000Z,Amway Center,Orlando Magic,26,Dallas Mavericks,8,110,108,Bennie Adams,Ben Taylor,Ray Acosta,7,8,
841,10321,2018,2022-01-31T00:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Denver Nuggets,9,100,136,Marc Davis,Mark Lindsay,J.T. Orr,7,5,
842,10322,2018,2022-01-31T01:00:00.000Z,Target Center,Minnesota Timberwolves,22,Utah Jazz,40,126,106,Tyler Ford,Jason Goldenberg,Phenizee Ransom,2,5,
843,10323,2018,2022-01-31T01:00:00.000Z,Footprint Center,Phoenix Suns,28,San Antonio Spurs,31,115,110,Leon Wood,Brian Forte,James Williams,9,14,
844,10324,2018,2022-02-01T00:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,New Orleans Pelicans,23,93,90,Marc Davis,Karl Lane,Nate Green,11,7,
845,10325,2018,2022-02-01T00:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,LA Clippers,16,122,116,JB DeRosa,Pat Fraher,Nick Buchert,8,14,
846,10326,2018,2022-02-01T00:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Memphis Grizzlies,19,122,119,Matt Boland,Eric Lewis,Brent Barnaky,14,20,
847,10327,2018,2022-02-01T00:30:00.000Z,TD Garden,Boston Celtics,2,Miami Heat,20,122,92,Sean Wright,Marat Kogut,Aaron Smith,1,0,
848,10328,2018,2022-02-01T00:30:00.000Z,Madison Square Garden,New York Knicks,24,Sacramento Kings,30,116,96,Tony Brothers,Tre Maddox,Gediminas Petraitis,2,1,
849,10329,2018,2022-02-01T01:00:00.000Z,Toyota Center,Houston Rockets,14,Golden State Warriors,11,108,122,Kevin Scott,Andy Nagy,Jacyn Goble,1,6,
850,10330,2018,2022-02-01T01:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Portland Trail Blazers,29,98,81,Derek Richardson,Kevin Cutler,Brett Nansel,6,1,
851,10331,2018,2022-02-02T00:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,New Orleans Pelicans,23,101,111,Josh Tiven,J.T. Orr,Scott Twardoski,9,13,
852,10332,2018,2022-02-01T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Toronto Raptors,38,100,106,John Goble,Matt Myers,Mitchell Ervin,8,12,
853,10333,2018,2022-02-02T00:30:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Washington Wizards,41,112,98,Matt Boland,James Williams,Jonathan Sterling,5,2,
854,10334,2018,2022-02-02T01:00:00.000Z,United Center,Chicago Bulls,6,Orlando Magic,26,126,115,James Capers,Brent Barnaky,Lauren Holtkamp,5,7,
855,10335,2018,2022-02-02T01:00:00.000Z,Target Center,Minnesota Timberwolves,22,Denver Nuggets,9,130,115,JB DeRosa,Brian Forte,Danielle Scott,3,6,
856,10336,2018,2022-02-02T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Golden State Warriors,11,120,124,Tom Washington,Mark Lindsay,Mousa Dagher,3,8,
857,10337,2018,2022-02-02T03:00:00.000Z,Footprint Center,Phoenix Suns,28,Brooklyn Nets,4,121,111,Curtis Blair,Dedric Taylor,Natalie Sago,5,6,
858,10338,2018,2022-02-03T00:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Orlando Magic,26,118,119,Tony Brothers,Scott Wall,Andy Nagy,4,3,
859,10339,2018,2022-02-03T00:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Washington Wizards,41,103,106,Marc Davis,Karl Lane,Nate Green,8,17,
860,10340,2018,2022-02-03T00:30:00.000Z,TD Garden,Boston Celtics,2,Charlotte Hornets,5,113,107,Eric Lewis,Mitchell Ervin,Phenizee Ransom,8,6,
861,10341,2018,2022-02-03T00:30:00.000Z,Madison Square Garden,New York Knicks,24,Memphis Grizzlies,19,108,120,Sean Wright,J.T. Orr,Tyler Ford,1,1,
862,10342,2018,2022-02-03T01:00:00.000Z,Toyota Center,Houston Rockets,14,Cleveland Cavaliers,7,115,104,Courtney Kirkland,Brett Nansel,Ray Acosta,1,1,
863,10343,2018,2022-02-03T01:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Oklahoma City Thunder,25,114,120,Nick Buchert,Ben Taylor,Jonathan Sterling,9,16,
864,10344,2018,2022-02-03T03:00:00.000Z,Vivint Arena,Utah Jazz,40,Denver Nuggets,9,108,104,David Guthrie,Eric Dalen,Justin Van Duyne,7,8,
865,10345,2018,2022-02-03T03:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Brooklyn Nets,4,112,101,Bill Kennedy,Jacyn Goble,John Butler,4,11,
866,10346,2018,2022-02-03T03:30:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Portland Trail Blazers,29,99,94,Leon Wood,Curtis Blair,Jason Goldenberg,4,4,
867,10347,2018,2022-02-04T00:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Minnesota Timberwolves,22,117,128,Marc Davis,Marat Kogut,Andy Nagy,8,9,
868,10348,2018,2022-02-04T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Phoenix Suns,28,124,115,Ed Malloy,Brian Forte,Nate Green,7,9,
869,10349,2018,2022-02-02T00:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Miami Heat,20,110,106,Bennie Adams,Kane Fitzgerald,Gediminas Petraitis,2,5,
870,10350,2018,2022-02-04T03:00:00.000Z,Chase Center,Golden State Warriors,11,Sacramento Kings,30,126,114,David Guthrie,Dedric Taylor,Jason Goldenberg,1,1,
871,10351,2018,2022-02-04T03:00:00.000Z,Crypto.com Arena,LA Clippers,16,Los Angeles Lakers,17,111,110,Zach Zarba,Aaron Smith,Jacyn Goble,10,17,
872,10352,2018,2022-02-05T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Cleveland Cavaliers,7,101,102,Matt Boland,Brian Forte,Marat Kogut,8,4,
873,10353,2018,2022-02-05T00:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Boston Celtics,2,93,102,James Capers,Scott Wall,Brent Barnaky,0,0,
874,10354,2018,2022-02-05T00:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Chicago Bulls,6,115,122,John Goble,Gediminas Petraitis,Tyler Ford,2,2,
875,10355,2018,2022-02-05T00:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Atlanta Hawks,1,125,114,JB DeRosa,Pat Fraher,Mark Lindsay,1,1,
876,10356,2018,2022-02-05T03:00:00.000Z,American Airlines Center,Dallas Mavericks,8,Philadelphia 76ers,27,107,98,Courtney Kirkland,Ben Taylor,Natalie Sago,2,10,
877,10357,2018,2022-02-05T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Houston Rockets,14,131,106,Sean Wright,Kevin Cutler,Jonathan Sterling,4,8,
878,10358,2018,2022-02-05T02:00:00.000Z,Vivint Arena,Utah Jazz,40,Brooklyn Nets,4,125,102,Derek Richardson,Zach Zarba,Ray Acosta,0,0,
879,10359,2018,2022-02-05T02:00:00.000Z,Ball Arena,Denver Nuggets,9,New Orleans Pelicans,23,105,113,Leon Wood,Curtis Blair,John Butler,15,18,
880,10360,2018,2022-02-05T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Oklahoma City Thunder,25,93,96,Scott Foster,Eric Dalen,J.T. Orr,7,13,
881,10361,2018,2022-02-05T22:00:00.000Z,Amway Center,Orlando Magic,26,Memphis Grizzlies,19,115,135,Kane Fitzgerald,Mitchell Ervin,Brandon Adair,1,6,
882,10362,2018,2022-02-06T00:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Miami Heat,20,86,104,Ed Malloy,Nick Buchert,Brandon Schwab,8,8,
883,10363,2018,2022-02-06T00:00:00.000Z,Capital One Arena,Washington Wizards,41,Phoenix Suns,28,80,95,Tony Brothers,Tom Washington,Scott Twardoski,2,1,
884,10364,2018,2022-02-06T01:30:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,New York Knicks,24,122,115,David Guthrie,Dedric Taylor,Justin Van Duyne,5,5,
885,10365,2018,2022-02-06T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Milwaukee Bucks,21,108,137,Bill Kennedy,Aaron Smith,Jacyn Goble,0,4,
886,10366,2018,2022-02-06T03:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Oklahoma City Thunder,25,113,103,Bennie Adams,Josh Tiven,Lauren Holtkamp,5,2,
887,10367,2018,2022-02-06T20:30:00.000Z,United Center,Chicago Bulls,6,Philadelphia 76ers,27,108,119,Matt Boland,Curtis Blair,Marat Kogut,1,6,
888,10368,2018,2022-02-06T20:30:00.000Z,Target Center,Minnesota Timberwolves,22,Detroit Pistons,10,118,105,Zach Zarba,Eric Dalen,Matt Myers,7,17,
889,10369,2018,2022-02-06T20:30:00.000Z,Ball Arena,Denver Nuggets,9,Brooklyn Nets,4,124,104,Kevin Scott,Gediminas Petraitis,Tyler Ford,4,4,
890,10370,2018,2022-02-06T23:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Indiana Pacers,15,98,85,Pat Fraher,Mark Lindsay,Jason Goldenberg,0,1,
891,10371,2018,2022-02-06T23:00:00.000Z,Amway Center,Orlando Magic,26,Boston Celtics,2,83,116,Marc Davis,Nick Buchert,Brandon Schwab,0,0,
892,10372,2018,2022-02-06T23:00:00.000Z,American Airlines Center,Dallas Mavericks,8,Atlanta Hawks,1,103,94,John Goble,Kevin Cutler,Brent Barnaky,9,6,
893,10373,2018,2022-02-07T00:00:00.000Z,Toyota Center,Houston Rockets,14,New Orleans Pelicans,23,107,120,Brian Forte,Jonathan Sterling,Danielle Scott,10,9,
894,10374,2018,2022-02-07T02:00:00.000Z,Crypto.com Arena,LA Clippers,16,Milwaukee Bucks,21,113,137,Scott Foster,Brett Nansel,Ray Acosta,3,11,
