id,season,date,arena,H_team,A_team_id,A_team,A_team_id,H_score,A_score,ref1,ref2,ref3,ties,leadChange,nugget
9192,2021,2021-12-14T00:00:00.000Z,Scotiabank Arena,Toronto Raptors,38,Sacramento Kings,30,124,101,Leon Wood,John Goble,Lauren Holtkamp,0,0,
9193,2021,2021-12-14T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Houston Rockets,14,126,132,Rodney Mott,Derrick Collins,Evan Scott,5,4,
9194,2021,2021-12-14T00:30:00.000Z,TD Garden,Boston Celtics,2,Milwaukee Bucks,21,117,103,Curtis Blair,J.T. Orr,Kevin Scott,4,8,
9195,2021,2021-12-14T01:00:00.000Z,FedExForum,Memphis Grizzlies,19,Philadelphia 76ers,27,126,91,Eric Lewis,Mark Lindsay,Andy Nagy,5,5,
9196,2021,2021-12-14T01:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Charlotte Hornets,5,120,96,Pat Fraher,Mitchell Ervin,Mousa Dagher,0,0,
9197,2021,2021-12-14T02:00:00.000Z,Ball Arena,Denver Nuggets,9,Washington Wizards,41,113,107,Tony Brothers,Eric Dalen,Dannica Mosher,0,0,
9198,2021,2021-12-14T03:30:00.000Z,STAPLES Center,LA Clippers,16,Phoenix Suns,28,111,95,Bennie Adams,Brent Barnaky,Kane Fitzgerald,1,1,
9199,2021,2021-12-15T00:30:00.000Z,Barclays Center,Brooklyn Nets,4,Toronto Raptors,38,131,129,Ed Malloy,Brett Nansel,J.T. Orr,6,9,
9200,2021,2021-12-15T00:30:00.000Z,Madison Square Garden,New York Knicks,24,Golden State Warriors,11,96,105,Sean Corbin,Zach Zarba,Ray Acosta,8,7,
9201,2021,2022-01-12T01:00:00.000Z,United Center,Chicago Bulls,6,Detroit Pistons,10,133,87,Michael Smith,Brian Forte,Evan Scott,4,8,
9202,2021,2021-12-15T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Phoenix Suns,28,107,111,Matt Boland,Sean Wright,Jacyn Goble,9,10,
9203,2021,2021-12-16T00:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Houston Rockets,14,124,89,Leon Wood,John Goble,Lauren Holtkamp,0,0,
9204,2021,2021-12-16T00:00:00.000Z,Amway Center,Orlando Magic,26,Atlanta Hawks,1,99,111,Pat Fraher,Karl Lane,Andy Nagy,0,2,
9205,2021,2021-12-16T00:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Miami Heat,20,96,101,Curtis Blair,Justin Van Duyne,Aaron Smith,5,3,
9206,2021,2021-12-16T00:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Los Angeles Lakers,17,104,107,Brian Forte,Marat Kogut,James Williams,12,19,
9207,2021,2021-12-16T01:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Indiana Pacers,15,114,99,James Capers,Derrick Collins,Brandon Schwab,14,22,
9208,2021,2021-12-16T01:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,New Orleans Pelicans,23,110,113,Michael Smith,Josh Tiven,Jenna Schroeder,14,15,
9210,2021,2021-12-16T02:00:00.000Z,Ball Arena,Denver Nuggets,9,Minnesota Timberwolves,22,107,124,Mark Lindsay,Nick Buchert,Mitchell Ervin,0,0,
9211,2021,2021-12-16T03:00:00.000Z,Vivint Arena,Utah Jazz,40,LA Clippers,16,124,103,Sean Wright,Eric Dalen,Mousa Dagher,6,10,
9212,2021,2021-12-16T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Memphis Grizzlies,19,103,113,Brent Barnaky,Kane Fitzgerald,Danielle Scott,3,5,
9213,2021,2021-12-16T03:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Washington Wizards,41,119,105,Matt Boland,Kevin Cutler,Jacyn Goble,6,15,
9214,2021,2021-12-17T00:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Detroit Pistons,10,122,113,Kevin Scott,Tyler Ford,Robert Hussey,5,8,
9215,2021,2021-12-17T00:30:00.000Z,Barclays Center,Brooklyn Nets,4,Philadelphia 76ers,27,114,105,Tom Washington,Pat Fraher,Natalie Sago,4,10,
9216,2021,2022-02-04T00:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Chicago Bulls,6,127,120,JB DeRosa,Kane Fitzgerald,Jenna Schroeder,10,16,
9217,2021,2021-12-17T01:00:00.000Z,Toyota Center,Houston Rockets,14,New York Knicks,24,103,116,Brian Forte,Ben Taylor,Scott Twardoski,7,4,
9218,2021,2021-12-17T02:00:00.000Z,Footprint Center,Phoenix Suns,28,Washington Wizards,41,118,98,Tre Maddox,Mitchell Ervin,Phenizee Ransom,6,5,
9219,2021,2021-12-18T00:00:00.000Z,Amway Center,Orlando Magic,26,Miami Heat,20,105,115,Eric Lewis,J.T. Orr,Tyler Ricks,0,1,
9220,2021,2021-12-18T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Denver Nuggets,9,115,133,Sean Corbin,Josh Tiven,Justin Van Duyne,3,2,
9221,2021,2021-12-18T00:30:00.000Z,TD Garden,Boston Celtics,2,Golden State Warriors,11,107,111,James Capers,Gediminas Petraitis,Tyler Ford,1,4,
9222,2021,2021-12-18T03:00:00.000Z,Target Center,Minnesota Timberwolves,22,Los Angeles Lakers,17,110,92,John Goble,Dedric Taylor,Jonathan Sterling,1,1,
9223,2021,2021-12-18T02:00:00.000Z,Vivint Arena,Utah Jazz,40,San Antonio Spurs,31,126,128,Brent Barnaky,Kane Fitzgerald,Cheryl Flores,10,16,
9224,2021,2021-12-18T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Milwaukee Bucks,21,116,112,Tony Brothers,Nick Buchert,Danielle Scott,12,12,
9225,2021,2021-12-18T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Charlotte Hornets,5,125,116,JB DeRosa,Marc Davis,Mousa Dagher,1,2,
9226,2021,2021-12-18T03:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Memphis Grizzlies,19,105,124,Bennie Adams,Zach Zarba,Eric Dalen,4,6,
9227,2021,2021-12-18T17:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Houston Rockets,14,107,116,Tom Washington,Kevin Cutler,Andy Nagy,3,4,
9309,2021,2021-12-30T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Utah Jazz,40,105,120,David Guthrie,Nick Buchert,Cheryl Flores,0,0,
9310,2021,2021-12-30T03:30:00.000Z,Golden 1 Center,Sacramento Kings,30,Dallas Mavericks,8,95,94,Derrick Collins,Jonathan Sterling,Dannica Mosher,8,8,
9311,2021,2021-12-31T00:00:00.000Z,Barclays Center,Brooklyn Nets,4,Philadelphia 76ers,27,102,110,Courtney Kirkland,Mark Lindsay,Suyash Mehta,11,19,
9312,2021,2021-12-31T00:00:00.000Z,Amway Center,Orlando Magic,26,Milwaukee Bucks,21,118,136,Ed Malloy,CJ Washington,Blanca Burns,4,8,
9313,2021,2021-12-31T00:00:00.000Z,Capital One Arena,Washington Wizards,41,Cleveland Cavaliers,7,110,93,Kevin Cutler,Matt Myers,Lauren Holtkamp,7,8,
9314,2021,2022-03-08T02:00:00.000Z,Ball Arena,Denver Nuggets,9,Golden State Warriors,11,131,124,Eric Lewis,Brett Nansel,Jacyn Goble,6,4,
9315,2021,2021-12-31T18:00:00.000Z,TD Garden,Boston Celtics,2,Phoenix Suns,28,123,108,Bill Kennedy,Scott Twardoski,Tyler Mirkovich,3,8,
9316,2021,2021-12-31T20:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Chicago Bulls,6,106,108,Brent Barnaky,Andy Nagy,Natalie Sago,4,12,
9317,2021,2021-12-31T23:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Dallas Mavericks,8,96,112,David Guthrie,Nick Buchert,Brent Haskill,5,7,
9318,2021,2022-01-01T00:00:00.000Z,Toyota Center,Houston Rockets,14,Miami Heat,20,110,120,John Goble,Cheryl Flores,Brandon Adair,5,6,
9319,2021,2022-01-01T00:30:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Atlanta Hawks,1,118,121,Matt Boland,Josh Tiven,Clare Aubry,3,2,
9320,2021,2022-01-01T00:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,LA Clippers,16,116,108,Ben Taylor,Ray Acosta,Suyash Mehta,10,10,
9542,2021,2021-08-16T00:00:00.000Z,,Houston Rockets,14,Orlando Magic,26,76,89,Brent Haskill,Agon Abazi,Ben Stirt,,,
9543,2021,2021-08-16T01:00:00.000Z,,New Orleans Pelicans,23,Golden State Warriors,11,80,79,Tyler Mirkovich,Matt Rafferty,Julian McFadden,,,
9544,2021,2021-08-16T02:00:00.000Z,,Chicago Bulls,6,Memphis Grizzlies,19,91,96,Randy Richardson,Paul Tuomey,Teresa Stuck,,,
9545,2021,2021-08-16T19:00:00.000Z,,Washington Wizards,41,Indiana Pacers,15,65,74,Tyler Ricks,Clare Aubry,Intae Hwang,,,
9546,2021,2021-08-16T20:00:00.000Z,,Denver Nuggets,9,Milwaukee Bucks,21,94,87,Ryan Sassano,Josh Wilson,Nate Cearley,,,
9547,2021,2021-08-16T21:00:00.000Z,,Oklahoma City Thunder,25,San Antonio Spurs,31,116,91,Kelly Broomfield,Nate Anderson,Kaitlyn Bunger,,,
9548,2021,2021-08-16T22:00:00.000Z,,Phoenix Suns,28,Cleveland Cavaliers,7,85,88,Toni Patillo,Biniam Maru,Grant Detrick,,,
9549,2021,2021-08-16T23:00:00.000Z,,New York Knicks,24,Atlanta Hawks,1,104,85,Matt Kallio,Julian Scott,Hortencia Sanchez-Carrizales,,,
9550,2021,2021-08-17T00:00:00.000Z,,Orlando Magic,26,Detroit Pistons,10,78,79,Pat OConnell,Lauren Niemiera,Ian McClenny,,,
9551,2021,2021-08-17T01:00:00.000Z,,LA Clippers,16,Memphis Grizzlies,19,95,104,Charles Watson,Omar Bermudez,Paul Tuomey,,,
9552,2021,2021-08-17T02:00:00.000Z,,Chicago Bulls,6,Charlotte Hornets,5,99,74,John Conley,Marcy Williams,Jason Alabanza,,,
9553,2021,2021-08-17T19:00:00.000Z,Thomas & Mack Center,Miami Heat,20,Dallas Mavericks,8,82,83,Biniam Maru,Omar Bermudez,Teresa Stuck,,,
9554,2021,2021-08-17T19:30:00.000Z,Cox Pavilion,Philadelphia 76ers,27,Utah Jazz,40,103,98,Matt Kallio,Greg Dandridge,Hortencia Sanchez-Carrizales,,,
9555,2021,2021-08-17T21:00:00.000Z,Thomas & Mack Center,Portland Trail Blazers,29,Houston Rockets,14,92,95,Brent Haskill,Jacob Barnett,Julian McFadden,,,
9556,2021,2021-08-17T21:30:00.000Z,Cox Pavilion,Toronto Raptors,38,Brooklyn Nets,4,86,72,Angel Kent,Matt Rafferty,Ben Stirt,,,
9557,2021,2021-08-17T23:00:00.000Z,Thomas & Mack Center,Golden State Warriors,11,Los Angeles Lakers,17,76,84,Agon Abazi,J.D. Ralls,Josh Wilson,,,
9558,2021,2021-08-17T23:30:00.000Z,Cox Pavilion,Minnesota Timberwolves,22,New Orleans Pelicans,23,59,87,Tyler Mirkovich,Kelsey Reynolds,Julian Scott,,,
9559,2021,2021-08-18T01:00:00.000Z,Thomas & Mack Center,Boston Celtics,2,Sacramento Kings,30,67,100,John Conley,ShaRae Mitchell,Tyler Ricks,,,
9573,2021,2021-10-21T00:00:00.000Z,Target Center,Minnesota Timberwolves,22,Houston Rockets,14,124,106,Curtis Blair,Tre Maddox,Simone Jelks,,,
9574,2021,2021-10-21T00:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Philadelphia 76ers,27,97,117,Courtney Kirkland,Karl Lane,Danielle Scott,,,
9575,2021,2021-10-21T00:30:00.000Z,AT&T Center,San Antonio Spurs,31,Orlando Magic,26,123,97,Sean Corbin,Ben Taylor,Jenna Schroeder,,,
9576,2021,2021-10-21T01:00:00.000Z,Vivint Arena,Utah Jazz,40,Oklahoma City Thunder,25,107,86,Zach Zarba,Mark Lindsay,Ray Acosta,,,
9577,2021,2021-10-21T02:00:00.000Z,Footprint Center,Phoenix Suns,28,Denver Nuggets,9,98,110,Leon Wood,Marc Davis,Kevin Cutler,,,
9578,2021,2021-10-21T02:00:00.000Z,Moda Center,Portland Trail Blazers,29,Sacramento Kings,30,121,124,Sean Wright,Nick Buchert,Phenizee Ransom,,,
9579,2021,2021-10-21T23:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Dallas Mavericks,8,113,87,James Capers,Scott Twardoski,Dedric Taylor,,,
9580,2021,2021-10-22T00:00:00.000Z,FTX Arena,Miami Heat,20,Milwaukee Bucks,21,137,95,David Guthrie,Mitchell Ervin,Jonathan Sterling,,,
9581,2021,2021-10-22T02:00:00.000Z,Chase Center,Golden State Warriors,11,LA Clippers,16,115,113,Tom Washington,Zach Zarba,Justin Van Duyne,,,
9582,2021,2021-10-22T23:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Charlotte Hornets,5,112,123,Bill Kennedy,Eric Dalen,John Butler,,,
9583,2021,2021-10-22T23:00:00.000Z,Amway Center,Orlando Magic,26,New York Knicks,24,96,121,JB DeRosa,Rodney Mott,Bennie Adams,,,
9584,2021,2021-10-22T23:00:00.000Z,Capital One Arena,Washington Wizards,41,Indiana Pacers,15,135,134,Eric Lewis,Gediminas Petraitis,Mousa Dagher,,,
9585,2021,2021-10-22T23:30:00.000Z,TD Garden,Boston Celtics,2,Toronto Raptors,38,83,115,Derek Richardson,Brian Forte,Curtis Blair,,,
9586,2021,2021-10-22T23:30:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Brooklyn Nets,4,109,114,David Guthrie,Marat Kogut,Tre Maddox,,,
9587,2021,2021-10-23T00:00:00.000Z,United Center,Chicago Bulls,6,New Orleans Pelicans,23,128,112,Scott Foster,Jacyn Goble,Brandon Schwab,,,
9588,2021,2021-10-23T00:00:00.000Z,Toyota Center,Houston Rockets,14,Oklahoma City Thunder,25,124,91,Sean Corbin,Courtney Kirkland,Danielle Scott,,,
9589,2021,2021-10-23T01:00:00.000Z,Ball Arena,Denver Nuggets,9,San Antonio Spurs,31,102,96,Sean Wright,Mark Lindsay,Phenizee Ransom,,,
9590,2021,2021-10-23T02:00:00.000Z,STAPLES Center,Los Angeles Lakers,17,Phoenix Suns,28,105,115,Tony Brothers,Nick Buchert,Justin Van Duyne,,,
9591,2021,2021-10-23T02:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Utah Jazz,40,101,110,Kevin Cutler,Brent Barnaky,J.T. Orr,,,
9592,2021,2021-10-23T22:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Atlanta Hawks,1,101,95,Scott Wall,Curtis Blair,Nate Green,,,
9593,2021,2021-10-23T23:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Miami Heat,20,102,91,Michael Smith,James Williams,John Conley,,,
9594,2021,2021-10-23T23:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Dallas Mavericks,8,95,103,Josh Tiven,Aaron Smith,Andy Nagy,,,
9595,2021,2021-10-24T00:00:00.000Z,United Center,Chicago Bulls,6,Detroit Pistons,10,97,82,Pat Fraher,Eric Dalen,Ray Acosta,,,
9596,2021,2021-10-24T00:00:00.000Z,Target Center,Minnesota Timberwolves,22,New Orleans Pelicans,23,96,89,Matt Boland,Kevin Scott,Gediminas Petraitis,,,
9597,2021,2021-10-24T00:30:00.000Z,AT&T Center,San Antonio Spurs,31,Milwaukee Bucks,21,111,121,Ed Malloy,Karl Lane,Scott Twardoski,,,
9598,2021,2021-10-24T02:00:00.000Z,Moda Center,Portland Trail Blazers,29,Phoenix Suns,28,134,105,Tom Washington,Zach Zarba,Jenna Schroeder,,,
9599,2021,2021-10-24T02:30:00.000Z,STAPLES Center,LA Clippers,16,Memphis Grizzlies,19,114,120,Tony Brothers,Nick Buchert,Brett Nansel,,,
9600,2021,2021-10-24T20:00:00.000Z,Barclays Center,Brooklyn Nets,4,Charlotte Hornets,5,95,111,James Capers,Derek Richardson,Suyash Mehta,,,
9601,2021,2021-10-24T23:00:00.000Z,Madison Square Garden,New York Knicks,24,Orlando Magic,26,104,110,Bill Kennedy,Tre Maddox,John Butler,,,
9602,2021,2021-10-24T23:00:00.000Z,Toyota Center,Houston Rockets,14,Boston Celtics,2,97,107,JB DeRosa,Bennie Adams,Ben Taylor,,,
9603,2021,2021-10-24T23:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Philadelphia 76ers,27,103,115,Rodney Mott,Jacyn Goble,Phenizee Ransom,,,
9604,2021,2021-10-25T01:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Golden State Warriors,11,107,119,Derrick Collins,Brent Barnaky,Jenna Schroeder,,,
9605,2021,2021-10-25T01:30:00.000Z,STAPLES Center,Los Angeles Lakers,17,Memphis Grizzlies,19,121,118,Marc Davis,Kevin Cutler,Brandon Adair,,,
9606,2021,2021-10-25T23:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Boston Celtics,2,129,140,Courtney Kirkland,Matt Boland,Matt Myers,,,
9607,2021,2021-10-25T23:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Milwaukee Bucks,21,109,119,Leon Wood,Mark Lindsay,CJ Washington,,,
9608,2021,2021-10-25T23:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Detroit Pistons,10,122,104,Josh Tiven,Aaron Smith,Jonathan Sterling,,,
9609,2021,2021-10-25T23:30:00.000Z,Barclays Center,Brooklyn Nets,4,Washington Wizards,41,104,90,Scott Wall,Tyler Ford,Ray Acosta,,,
9610,2021,2021-10-25T23:30:00.000Z,FTX Arena,Miami Heat,20,Orlando Magic,26,107,90,Kevin Scott,Dedric Taylor,Evan Scott,,,
9611,2021,2021-10-25T23:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Chicago Bulls,6,108,111,Michael Smith,James Williams,Suyash Mehta,,,
9612,2021,2021-10-26T00:00:00.000Z,Target Center,Minnesota Timberwolves,22,New Orleans Pelicans,23,98,107,Ed Malloy,Eric Dalen,Nate Green,,,
9613,2021,2021-10-26T01:00:00.000Z,Ball Arena,Denver Nuggets,9,Cleveland Cavaliers,7,87,99,Tony Brothers,Tom Washington,Nick Buchert,,,
9614,2021,2021-10-26T02:30:00.000Z,STAPLES Center,LA Clippers,16,Portland Trail Blazers,29,116,86,Eric Lewis,Brent Barnaky,Natalie Sago,,,
9615,2021,2021-10-26T23:30:00.000Z,Madison Square Garden,New York Knicks,24,Philadelphia 76ers,27,112,99,Brett Nansel,James Williams,Mitchell Ervin,,,
9616,2021,2021-10-27T00:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Golden State Warriors,11,98,106,JB DeRosa,Marat Kogut,Ben Taylor,,,
9617,2021,2021-10-27T00:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Houston Rockets,14,116,106,Sean Wright,Justin Van Duyne,John Conley,,,
9618,2021,2021-10-27T00:30:00.000Z,AT&T Center,San Antonio Spurs,31,Los Angeles Lakers,17,121,125,Brian Forte,Curtis Blair,Andy Nagy,,,
9619,2021,2021-10-27T02:00:00.000Z,Vivint Arena,Utah Jazz,40,Denver Nuggets,9,122,110,Derrick Collins,David Guthrie,Brandon Adair,,,
9620,2021,2021-10-27T23:00:00.000Z,Amway Center,Orlando Magic,26,Charlotte Hornets,5,111,120,Scott Wall,Josh Tiven,Danielle Scott,,,
9621,2021,2021-10-27T23:30:00.000Z,TD Garden,Boston Celtics,2,Washington Wizards,41,107,116,James Capers,Michael Smith,Leon Wood,,,
9622,2021,2021-10-27T23:30:00.000Z,Barclays Center,Brooklyn Nets,4,Miami Heat,20,93,106,Ed Malloy,Jacyn Goble,Brandon Schwab,,,
9623,2021,2021-10-27T23:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Indiana Pacers,15,118,100,Marc Davis,Matt Boland,Karl Lane,,,
9624,2021,2021-10-27T23:30:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Atlanta Hawks,1,99,102,Pat Fraher,Brian Forte,Evan Scott,,,
9631,2021,2021-10-28T23:00:00.000Z,Capital One Arena,Washington Wizards,41,Atlanta Hawks,1,122,111,Derek Richardson,Ben Taylor,CJ Washington,,,
9632,2021,2021-10-29T00:00:00.000Z,United Center,Chicago Bulls,6,New York Knicks,24,103,104,David Guthrie,Justin Van Duyne,Nate Green,,,
9633,2021,2021-10-29T00:00:00.000Z,Toyota Center,Houston Rockets,14,Utah Jazz,40,91,122,Curtis Blair,Marat Kogut,Mitchell Ervin,,,
9634,2021,2021-10-29T00:30:00.000Z,American Airlines Center,Dallas Mavericks,8,San Antonio Spurs,31,104,99,Sean Corbin,Tyler Ford,Brandon Adair,,,
9635,2021,2021-10-29T02:00:00.000Z,Chase Center,Golden State Warriors,11,Memphis Grizzlies,19,101,104,Bill Kennedy,Eric Dalen,Jonathan Sterling,,,
9636,2021,2021-10-29T23:00:00.000Z,Scotiabank Arena,Toronto Raptors,38,Orlando Magic,26,110,109,James Capers,Leon Wood,Brett Nansel,,,
9637,2021,2021-10-29T23:30:00.000Z,Barclays Center,Brooklyn Nets,4,Indiana Pacers,15,105,98,Sean Wright,Dedric Taylor,Phenizee Ransom,,,
9638,2021,2021-10-29T23:30:00.000Z,FTX Arena,Miami Heat,20,Charlotte Hornets,5,114,99,Tony Brothers,Brian Forte,Aaron Smith,,,
9639,2021,2021-10-30T00:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Sacramento Kings,30,109,113,Kevin Scott,Matt Myers,Mitchell Ervin,,,
9640,2021,2021-10-30T02:00:00.000Z,Ball Arena,Denver Nuggets,9,Dallas Mavericks,8,106,75,Scott Foster,Bennie Adams,J.T. Orr,,,
9641,2021,2021-10-30T02:00:00.000Z,Moda Center,Portland Trail Blazers,29,LA Clippers,16,111,92,Courtney Kirkland,Eric Dalen,Suyash Mehta,,,
9642,2021,2021-10-30T02:30:00.000Z,STAPLES Center,Los Angeles Lakers,17,Cleveland Cavaliers,7,113,101,Eric Lewis,Natalie Sago,John Butler,,,
9643,2021,2021-10-30T21:00:00.000Z,Capital One Arena,Washington Wizards,41,Boston Celtics,2,115,112,JB DeRosa,Zach Zarba,John Conley,,,
9644,2021,2021-10-30T23:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Orlando Magic,26,110,103,Marc Davis,Lauren Holtkamp,Brandon Schwab,,,
9645,2021,2021-10-30T23:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,New York Knicks,24,117,123,Curtis Blair,CJ Washington,Gediminas Petraitis,,,
9646,2021,2021-10-30T23:30:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Toronto Raptors,38,94,97,Tom Washington,Nick Buchert,Jenna Schroeder,,,
9647,2021,2021-10-30T23:30:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Atlanta Hawks,1,122,94,Michael Smith,Ed Malloy,Phenizee Ransom,,,
9648,2021,2021-10-31T00:00:00.000Z,United Center,Chicago Bulls,6,Utah Jazz,40,107,99,Scott Wall,Matt Myers,Tyler Ford,,,
9649,2021,2021-10-31T00:00:00.000Z,FedExForum,Memphis Grizzlies,19,Miami Heat,20,103,129,Derek Richardson,Brent Barnaky,Josh Tiven,,,
9650,2021,2021-10-31T00:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,San Antonio Spurs,31,93,102,Matt Boland,James Williams,Evan Scott,,,
9651,2021,2021-10-31T00:30:00.000Z,Chase Center,Golden State Warriors,11,Oklahoma City Thunder,25,103,82,Bill Kennedy,Tre Maddox,Nate Green,,,
9652,2021,2021-10-31T01:00:00.000Z,Target Center,Minnesota Timberwolves,22,Denver Nuggets,9,91,93,Kevin Cutler,Justin Van Duyne,Ray Acosta,,,
9653,2021,2021-10-31T02:00:00.000Z,Footprint Center,Phoenix Suns,28,Cleveland Cavaliers,7,101,92,Sean Corbin,Rodney Mott,Jonathan Sterling,,,
9654,2021,2021-10-31T19:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Sacramento Kings,30,105,99,Derrick Collins,Pat Fraher,Mousa Dagher,,,
9655,2021,2021-10-31T23:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Portland Trail Blazers,29,125,113,James Capers,Dedric Taylor,John Conley,,,
9656,2021,2021-10-31T23:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Utah Jazz,40,95,107,Scott Foster,Leon Wood,Brett Nansel,,,
9657,2021,2021-10-31T23:30:00.000Z,Barclays Center,Brooklyn Nets,4,Detroit Pistons,10,117,91,Mark Lindsay,Scott Twardoski,Aaron Smith,,,
9658,2021,2021-11-01T02:30:00.000Z,STAPLES Center,Los Angeles Lakers,17,Houston Rockets,14,95,85,Courtney Kirkland,Eric Dalen,Nate Green,,,
9659,2021,2021-11-01T23:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Cleveland Cavaliers,7,110,113,Pat Fraher,Nick Buchert,Brandon Schwab,,,
9660,2021,2021-11-01T23:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,San Antonio Spurs,31,131,118,David Guthrie,Jacyn Goble,Danielle Scott,,,
9661,2021,2021-11-01T23:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Portland Trail Blazers,29,113,103,Scott Wall,Ben Taylor,Evan Scott,,,
9662,2021,2021-11-01T23:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Washington Wizards,41,118,111,Marc Davis,Suyash Mehta,Brandon Adair,,,
9663,2021,2021-11-01T23:30:00.000Z,TD Garden,Boston Celtics,2,Chicago Bulls,6,114,128,Ed Malloy,Ray Acosta,Natalie Sago,,,
9664,2021,2021-11-01T23:30:00.000Z,Madison Square Garden,New York Knicks,24,Toronto Raptors,38,104,113,Marat Kogut,Kevin Cutler,Phenizee Ransom,,,
9665,2021,2021-11-02T00:00:00.000Z,FedExForum,Memphis Grizzlies,19,Denver Nuggets,9,106,97,Matt Boland,Curtis Blair,Jenna Schroeder,,,
9666,2021,2021-11-02T00:00:00.000Z,Target Center,Minnesota Timberwolves,22,Orlando Magic,26,97,115,Mitchell Ervin,Tyler Ford,Andy Nagy,,,
9667,2021,2021-11-02T02:30:00.000Z,STAPLES Center,LA Clippers,16,Oklahoma City Thunder,25,99,94,Sean Corbin,James Williams,Jonathan Sterling,,,
9668,2021,2021-11-02T23:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Milwaukee Bucks,21,89,117,Brian Forte,Marat Kogut,John Butler,,,
9669,2021,2021-11-02T23:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Miami Heat,20,110,125,Rodney Mott,Brett Nansel,Dedric Taylor,,,
9670,2021,2021-11-03T01:00:00.000Z,Vivint Arena,Utah Jazz,40,Sacramento Kings,30,119,113,Michael Smith,Bill Kennedy,Nate Green,,,
9671,2021,2021-11-03T02:00:00.000Z,Footprint Center,Phoenix Suns,28,New Orleans Pelicans,23,112,100,Courtney Kirkland,Lauren Holtkamp,Justin Van Duyne,,,
9719,2021,2021-11-09T03:30:00.000Z,STAPLES Center,Los Angeles Lakers,17,Charlotte Hornets,5,126,123,Sean Wright,Karl Lane,Scott Twardoski,,,
9720,2021,2021-11-10T00:30:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Milwaukee Bucks,21,109,118,Sean Corbin,Eric Lewis,Aaron Smith,,,
9721,2021,2021-11-10T02:00:00.000Z,Vivint Arena,Utah Jazz,40,Atlanta Hawks,1,110,98,Derek Richardson,Curtis Blair,Mitchell Ervin,,,
9722,2021,2021-11-10T03:00:00.000Z,STAPLES Center,LA Clippers,16,Portland Trail Blazers,29,117,109,David Guthrie,Tyler Ford,Ray Acosta,,,
